どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
種類	名詞,一般,*,*,*,*,種類,シュルイ,シュルイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,s
、	記号,読点,*,*,*,*,、,、,、,s
コザクラインコ	名詞,固有名詞,一般,*,*,*,コザクラインコ,コザクラインコ,コザクラインコ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
くちばし	名詞,一般,*,*,*,*,くちばし,クチバシ,クチバシ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
周り	名詞,一般,*,*,*,*,周り,マワリ,マワリ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
赤く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,赤い,アカク,アカク,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
赤く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,赤い,アカク,アカク,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
あと	名詞,一般,*,*,*,*,あと,アト,アト,i
緑	名詞,一般,*,*,*,*,緑,ミドリ,ミドリ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
ラブ	名詞,一般,*,*,*,*,ラブ,ラブ,ラブ,i
バード	名詞,固有名詞,人名,名,*,*,バード,バード,バード,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,s
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
鳥	名詞,一般,*,*,*,*,鳥,トリ,トリ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,s
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,s
、	記号,読点,*,*,*,*,、,、,、,s
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ゲージ	名詞,一般,*,*,*,*,ゲージ,ゲージ,ゲージ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
、	記号,読点,*,*,*,*,、,、,、,i
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
、	記号,読点,*,*,*,*,、,、,、,i
別々	名詞,形容動詞語幹,*,*,*,*,別々,ベツベツ,ベツベツ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
餌	名詞,一般,*,*,*,*,餌,エサ,エサ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
別	名詞,形容動詞語幹,*,*,*,*,別,ベツ,ベツ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
仲	名詞,一般,*,*,*,*,仲,ナカ,ナカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
遊ん	動詞,自立,*,*,五段・バ行,連用タ接続,遊ぶ,アソン,アソン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
仲	名詞,一般,*,*,*,*,仲,ナカ,ナカ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
どうか	副詞,一般,*,*,*,*,どうか,ドウカ,ドーカ,i
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
、	記号,読点,*,*,*,*,、,、,、,i
常に	副詞,一般,*,*,*,*,常に,ツネニ,ツネニ,i
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,i
となり	名詞,一般,*,*,*,*,となり,トナリ,トナリ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,i
ゲージ	名詞,一般,*,*,*,*,ゲージ,ゲージ,ゲージ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えっ	感動詞,*,*,*,*,*,えっ,エッ,エッ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えっ	感動詞,*,*,*,*,*,えっ,エッ,エッ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
インコ	名詞,一般,*,*,*,*,インコ,インコ,インコ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,i
、	記号,読点,*,*,*,*,、,、,、,i
コザクラインコ	名詞,固有名詞,一般,*,*,*,コザクラインコ,コザクラインコ,コザクラインコ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
インコ	名詞,一般,*,*,*,*,インコ,インコ,インコ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
長生き	名詞,サ変接続,*,*,*,*,長生き,ナガイキ,ナガイキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
長生き	名詞,サ変接続,*,*,*,*,長生き,ナガイキ,ナガイキ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
インコ	名詞,一般,*,*,*,*,インコ,インコ,インコ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,i
、	記号,読点,*,*,*,*,、,、,、,i
セキセイインコ	名詞,一般,*,*,*,*,セキセイインコ,セキセイインコ,セキセイインコ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
七	名詞,数,*,*,*,*,七,ナナ,ナナ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
コザクラインコ	名詞,固有名詞,一般,*,*,*,コザクラインコ,コザクラインコ,コザクラインコ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
そっかー	感動詞,*,*,*,*,*,そっかー,ソッカー,ソッカー,s
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
大変	副詞,一般,*,*,*,*,大変,タイヘン,タイヘン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
インコ	名詞,一般,*,*,*,*,インコ,インコ,インコ,s
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
ほっとい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,ほっとく,ホットイ,ホットイ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
おすすめ	名詞,サ変接続,*,*,*,*,おすすめ,オススメ,オススメ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
飼っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,飼う,カッ,カッ,i
てー	助詞,接続助詞,*,*,*,*,て,テー,テー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
一人暮らし	名詞,サ変接続,*,*,*,*,一人暮らし,ヒトリグラシ,ヒトリグラシ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
一人暮らし	名詞,サ変接続,*,*,*,*,一人暮らし,ヒトリグラシ,ヒトリグラシ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
うるさい	形容詞,自立,*,*,形容詞・アウオ段,基本形,うるさい,ウルサイ,ウルサイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
インコ	名詞,一般,*,*,*,*,インコ,インコ,インコ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,i
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,i
、	記号,読点,*,*,*,*,、,、,、,i
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
寂しい	形容詞,自立,*,*,形容詞・イ段,基本形,寂しい,サビシイ,サビシイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一人暮らし	名詞,サ変接続,*,*,*,*,一人暮らし,ヒトリグラシ,ヒトリグラシ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
寂しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,寂しい,サビシク,サビシク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
、	記号,読点,*,*,*,*,、,、,、,i
眠る	動詞,自立,*,*,五段・ラ行,基本形,眠る,ネムル,ネムル,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
害さ	動詞,自立,*,*,五段・サ行,未然形,害す,ガイサ,ガイサ,i
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
害さ	動詞,自立,*,*,五段・サ行,未然形,害す,ガイサ,ガイサ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ほか	名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
寝	動詞,自立,*,*,一段,未然形,寝る,ネ,ネ,i
ん	助詞,接続助詞・縮約形,*,*,特殊・ナイ,*,ん,ン,ン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
ごはん	名詞,一般,*,*,*,*,ごはん,ゴハン,ゴハン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
ごはん	名詞,一般,*,*,*,*,ごはん,ゴハン,ゴハン,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
コンビニ	名詞,一般,*,*,*,*,コンビニ,コンビニ,コンビニ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
外食	名詞,サ変接続,*,*,*,*,外食,ガイショク,ガイショク,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ごはん	名詞,一般,*,*,*,*,ごはん,ゴハン,ゴハン,s
炊い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,炊く,タイ,タイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えらい	形容詞,自立,*,*,形容詞・アウオ段,基本形,えらい,エライ,エライ,i
一人暮らし	名詞,サ変接続,*,*,*,*,一人暮らし,ヒトリグラシ,ヒトリグラシ,i
と	助詞,並立助詞,*,*,*,*,と,ト,ト,i
実家	名詞,一般,*,*,*,*,実家,ジッカ,ジッカ,i
暮らし	動詞,自立,*,*,五段・サ行,連用形,暮らす,クラシ,クラシ,i
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一人暮らし	名詞,サ変接続,*,*,*,*,一人暮らし,ヒトリグラシ,ヒトリグラシ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
自由	名詞,形容動詞語幹,*,*,*,*,自由,ジユウ,ジユー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
彼氏	名詞,一般,*,*,*,*,彼氏,カレシ,カレシ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
彼氏	名詞,一般,*,*,*,*,彼氏,カレシ,カレシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
実家	名詞,一般,*,*,*,*,実家,ジッカ,ジッカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
一人暮らし	名詞,サ変接続,*,*,*,*,一人暮らし,ヒトリグラシ,ヒトリグラシ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
家	名詞,一般,*,*,*,*,家,イエ,イエ,i
デート	名詞,サ変接続,*,*,*,*,デート,デート,デート,i
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク,s
泊まり	名詞,一般,*,*,*,*,泊まり,トマリ,トマリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
