ふん	感動詞,*,*,*,*,*,ふん,フン,フン,s
、	記号,読点,*,*,*,*,、,、,、,i
おすそ分け	名詞,一般,*,*,*,*,おすそ分け,オスソワケ,オスソワケ,i
、	記号,読点,*,*,*,*,、,、,、,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
隣	名詞,一般,*,*,*,*,隣,トナリ,トナリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
もろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,もらう,モロウ,モロー,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
もろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,もらう,モロウ,モロー,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へえ	感動詞,*,*,*,*,*,へえ,ヘエ,ヘー,i
、	記号,読点,*,*,*,*,、,、,、,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ええ	感動詞,*,*,*,*,*,ええ,エエ,エー,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
隣	名詞,一般,*,*,*,*,隣,トナリ,トナリ,i
近所	名詞,一般,*,*,*,*,近所,キンジョ,キンジョ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
関わり	名詞,一般,*,*,*,*,関わり,カカワリ,カカワリ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
希薄	名詞,形容動詞語幹,*,*,*,*,希薄,キハク,キハク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
いわ	動詞,自立,*,*,五段・ワ行促音便,未然形,いう,イワ,ユワ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,i
現代	名詞,副詞可能,*,*,*,*,現代,ゲンダイ,ゲンダイ,i
社会	名詞,一般,*,*,*,*,社会,シャカイ,シャカイ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
世の中	名詞,一般,*,*,*,*,世の中,ヨノナカ,ヨノナカ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
世	名詞,一般,*,*,*,*,世,ヨ,ヨ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
流れ	名詞,一般,*,*,*,*,流れ,ナガレ,ナガレ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へえ	感動詞,*,*,*,*,*,へえ,ヘエ,ヘー,i
、	記号,読点,*,*,*,*,、,、,、,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えーっと	フィラー,*,*,*,*,*,えーっと,エーット,エーット,i
、	記号,読点,*,*,*,*,、,、,、,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
聞こ	動詞,自立,*,*,五段・カ行イ音便,未然ウ接続,聞く,キコ,キコ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
結婚	名詞,サ変接続,*,*,*,*,結婚,ケッコン,ケッコン,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
家庭	名詞,一般,*,*,*,*,家庭,カテイ,カテイ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
築い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,築く,キズイ,キズイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
家事	名詞,一般,*,*,*,*,家事,カジ,カジ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
分担	名詞,サ変接続,*,*,*,*,分担,ブンタン,ブンタン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
たまに	副詞,一般,*,*,*,*,たまに,タマニ,タマニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
空い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,空く,アイ,アイ,s
とう	助動詞,*,*,*,特殊・タ,基本形,とう,トウ,トー,s
、	記号,読点,*,*,*,*,、,、,、,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
やりゃ	動詞,自立,*,*,五段・ラ行,仮定縮約１,やる,ヤリャ,ヤリャ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
ちがう	動詞,自立,*,*,五段・ワ行促音便,基本形,ちがう,チガウ,チガウ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,i
、	記号,読点,*,*,*,*,、,、,、,i
たまに	副詞,一般,*,*,*,*,たまに,タマニ,タマニ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
とう	助動詞,*,*,*,特殊・タ,基本形,とう,トウ,トー,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ちっちゃい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
とき	名詞,非自立,一般,*,*,*,とき,トキ,トキ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ちっちゃい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっちゃい,チッチャイ,チッチャイ,i
とき	名詞,非自立,一般,*,*,*,とき,トキ,トキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やから	接続詞,*,*,*,*,*,やから,ヤカラ,ヤカラ,s
自営業	名詞,一般,*,*,*,*,自営業,ジエイギョウ,ジエイギョー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
とう	助動詞,*,*,*,特殊・タ,基本形,とう,トウ,トー,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
親父	名詞,一般,*,*,*,*,親父,オヤジ,オヤジ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
おふくろ	名詞,一般,*,*,*,*,おふくろ,オフクロ,オフクロ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
商売	名詞,サ変接続,*,*,*,*,商売,ショウバイ,ショーバイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
忙しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,忙しい,イソガシカッ,イソガシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
材料	名詞,一般,*,*,*,*,材料,ザイリョウ,ザイリョー,s
さえ	助詞,係助詞,*,*,*,*,さえ,サエ,サエ,s
ありゃ	動詞,自立,*,*,五段・ラ行,仮定縮約１,ある,アリャ,アリャ,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
食う	動詞,自立,*,*,五段・ワ行促音便,基本形,食う,クウ,クウ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そば	名詞,一般,*,*,*,*,そば,ソバ,ソバ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
焼きそば	名詞,一般,*,*,*,*,焼きそば,ヤキソバ,ヤキソバ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
キャベツ	名詞,一般,*,*,*,*,キャベツ,キャベツ,キャベツ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
焼きそば	名詞,一般,*,*,*,*,焼きそば,ヤキソバ,ヤキソバ,s
、	記号,読点,*,*,*,*,、,、,、,s
そば	名詞,一般,*,*,*,*,そば,ソバ,ソバ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あれ	動詞,自立,*,*,五段・ラ行,仮定形,ある,アレ,アレ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
焼きそば	名詞,一般,*,*,*,*,焼きそば,ヤキソバ,ヤキソバ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
お好み焼き	名詞,一般,*,*,*,*,お好み焼き,オコノミヤキ,オコノミヤキ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
おん	感動詞,*,*,*,*,*,おん,オン,オン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へえ	感動詞,*,*,*,*,*,へえ,ヘエ,ヘー,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
すん	動詞,自立,*,*,サ変・スル撥音便,基本形,する,スン,スン,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
嫌い	名詞,形容動詞語幹,*,*,*,*,嫌い,キライ,キライ,s
では	助詞,接続助詞,*,*,*,*,では,デハ,デワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
くう	動詞,自立,*,*,五段・ワ行促音便,基本形,くう,クウ,クウ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
得意	名詞,形容動詞語幹,*,*,*,*,得意,トクイ,トクイ,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
焼き	名詞,一般,*,*,*,*,焼き,ヤキ,ヤキ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
、	記号,読点,*,*,*,*,、,、,、,s
炒め	動詞,自立,*,*,一段,連用形,炒める,イタメ,イタメ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
これから	副詞,助詞類接続,*,*,*,*,これから,コレカラ,コレカラ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,i
、	記号,読点,*,*,*,*,、,、,、,i
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
野望	名詞,一般,*,*,*,*,野望,ヤボウ,ヤボー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
野望	名詞,一般,*,*,*,*,野望,ヤボウ,ヤボー,i
ってか	接続詞,*,*,*,*,*,ってか,ッテカ,ッテカ,i
展望	名詞,サ変接続,*,*,*,*,展望,テンボウ,テンボー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今まで	副詞,一般,*,*,*,*,今まで,イママデ,イママデ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
十分	名詞,形容動詞語幹,*,*,*,*,十分,ジュウブン,ジューブン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
ほか	名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
、	記号,読点,*,*,*,*,、,、,、,i
洗濯	名詞,サ変接続,*,*,*,*,洗濯,センタク,センタク,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
子ども	名詞,一般,*,*,*,*,子ども,コドモ,コドモ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
ころ	名詞,非自立,副詞可能,*,*,*,ころ,コロ,コロ,i
お手伝い	名詞,サ変接続,*,*,*,*,お手伝い,オテツダイ,オテツダイ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
洗濯	名詞,サ変接続,*,*,*,*,洗濯,センタク,センタク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
取り入れ	名詞,一般,*,*,*,*,取り入れ,トリイレ,トリイレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はあ	感動詞,*,*,*,*,*,はあ,ハア,ハー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いま	名詞,副詞可能,*,*,*,*,いま,イマ,イマ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
