四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ,i
毎日	名詞,副詞可能,*,*,*,*,毎日,マイニチ,マイニチ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
土日	名詞,一般,*,*,*,*,土日,ドニチ,ドニチ,s
、	記号,読点,*,*,*,*,、,、,、,s
土曜日	名詞,副詞可能,*,*,*,*,土曜日,ドヨウビ,ドヨービ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
午前	名詞,副詞可能,*,*,*,*,午前,ゴゼン,ゴゼン,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
日曜日	名詞,副詞可能,*,*,*,*,日曜日,ニチヨウビ,ニチヨービ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
休み	動詞,自立,*,*,五段・マ行,連用形,休む,ヤスミ,ヤスミ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
とにかく	副詞,一般,*,*,*,*,とにかく,トニカク,トニカク,s
頑張っ	動詞,自立,*,*,五段・ラ行,連用タ接続,頑張る,ガンバッ,ガンバッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほて	接続詞,*,*,*,*,*,ほて,ホテ,ホテ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんぼ	副詞,助詞類接続,*,*,*,*,なんぼ,ナンボ,ナンボ,s
なんぼ	副詞,助詞類接続,*,*,*,*,なんぼ,ナンボ,ナンボ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
請け負っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,請け負う,ウケオッ,ウケオッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
はる	動詞,非自立,*,*,五段・ラ行,基本形,はる,ハル,ハル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ものすご	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続・縮約形,ものすごい,モノスゴ,モノスゴ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
なんにも	副詞,一般,*,*,*,*,なんにも,ナンニモ,ナンニモ,s
、	記号,読点,*,*,*,*,、,、,、,s
とら	動詞,自立,*,*,五段・ラ行,未然形,とる,トラ,トラ,s
あら	動詞,自立,*,*,五段・ラ行,未然形,ある,アラ,アラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そのー	フィラー,*,*,*,*,*,そのー,ソノー,ソノー,s
、	記号,読点,*,*,*,*,、,、,、,s
中間	名詞,一般,*,*,*,*,中間,チュウカン,チューカン,s
搾取	名詞,サ変接続,*,*,*,*,搾取,サクシュ,サクシュ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そら	名詞,代名詞・縮約形,*,*,*,*,それは,ソラ,ソラ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
請け負っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,請け負う,ウケオッ,ウケオッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
なんぼ	副詞,助詞類接続,*,*,*,*,なんぼ,ナンボ,ナンボ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
なんぼ	副詞,助詞類接続,*,*,*,*,なんぼ,ナンボ,ナンボ,s
渡す	動詞,自立,*,*,五段・サ行,基本形,渡す,ワタス,ワタス,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
くれ	動詞,自立,*,*,一段,連用形,くれる,クレ,クレ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほて	接続詞,*,*,*,*,*,ほて,ホテ,ホテ,s
、	記号,読点,*,*,*,*,、,、,、,s
手伝う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,手伝う,テツドウ,テツドー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
くれ	動詞,自立,*,*,一段,連用形,くれる,クレ,クレ,s
はる	動詞,非自立,*,*,五段・ラ行,基本形,はる,ハル,ハル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほて	接続詞,*,*,*,*,*,ほて,ホテ,ホテ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
悪い	形容詞,自立,*,*,形容詞・アウオ段,基本形,悪い,ワルイ,ワルイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
だいたい	副詞,一般,*,*,*,*,だいたい,ダイタイ,ダイタイ,s
手伝う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,手伝う,テツドウ,テツドー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
お礼	名詞,サ変接続,*,*,*,*,お礼,オレイ,オレイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
渡し	動詞,自立,*,*,五段・サ行,連用形,渡す,ワタシ,ワタシ,s
てー	助詞,接続助詞,*,*,*,*,て,テー,テー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
とにかく	副詞,一般,*,*,*,*,とにかく,トニカク,トニカク,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
働く	動詞,自立,*,*,五段・カ行イ音便,基本形,働く,ハタラク,ハタラク,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
出来	動詞,自立,*,*,一段,連用形,出来る,デキ,デキ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おかしい	形容詞,自立,*,*,形容詞・イ段,基本形,おかしい,オカシイ,オカシイ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もー	感動詞,*,*,*,*,*,もー,モオ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
そん	連体詞,*,*,*,*,*,その,ソン,ソン,i
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
必死	名詞,一般,*,*,*,*,必死,ヒッシ,ヒッシ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
必死	名詞,一般,*,*,*,*,必死,ヒッシ,ヒッシ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょうど	副詞,一般,*,*,*,*,ちょうど,チョウド,チョード,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
かすみ	名詞,固有名詞,人名,名,*,*,かすみ,カスミ,カスミ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
赤ちゃん	名詞,一般,*,*,*,*,赤ちゃん,アカチャン,アカチャン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
歩く	動詞,自立,*,*,五段・カ行イ音便,基本形,歩く,アルク,アルク,s
、	記号,読点,*,*,*,*,、,、,、,s
よちよち	副詞,助詞類接続,*,*,*,*,よちよち,ヨチヨチ,ヨチヨチ,s
歩く	動詞,自立,*,*,五段・カ行イ音便,基本形,歩く,アルク,アルク,s
程度	名詞,一般,*,*,*,*,程度,テイド,テイド,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
赤ちゃん	名詞,一般,*,*,*,*,赤ちゃん,アカチャン,アカチャン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほな	接続詞,*,*,*,*,*,ほな,ホナ,ホナ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
アパート	名詞,一般,*,*,*,*,アパート,アパート,アパート,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
嵯峨野	名詞,固有名詞,地域,一般,*,*,嵯峨野,サガノ,サガノ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほ	副詞,助詞類接続・短音化,*,*,*,*,ほ,ホ,ホ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
嵯峨	名詞,固有名詞,一般,*,*,*,嵯峨,サガ,サガ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
アパート	名詞,一般,*,*,*,*,アパート,アパート,アパート,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
奥さん	名詞,一般,*,*,*,*,奥さん,オクサン,オクサン,s
暇	名詞,形容動詞語幹,*,*,*,*,暇,ヒマ,ヒマ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
手伝う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,手伝う,テツドウ,テツドー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ほしい	形容詞,非自立,*,*,形容詞・イ段,基本形,ほしい,ホシイ,ホシイ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
手伝う	動詞,自立,*,*,五段・ワ行促音便,基本形,手伝う,テツダウ,テツダウ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
嵐山	名詞,一般,*,*,*,*,嵐山,アラシヤマ,アラシヤマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
嵐山	名詞,一般,*,*,*,*,嵐山,アラシヤマ,アラシヤマ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まっ	接頭詞,名詞接続,*,*,*,*,まっ,マッ,マッ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
嵯峨野	名詞,固有名詞,地域,一般,*,*,嵯峨野,サガノ,サガノ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
嵐山	名詞,一般,*,*,*,*,嵐山,アラシヤマ,アラシヤマ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあまあ	副詞,一般,*,*,*,*,まあまあ,マアマア,マーマー,s
、	記号,読点,*,*,*,*,、,、,、,s
わりと	副詞,一般,*,*,*,*,わりと,ワリト,ワリト,s
近い	形容詞,自立,*,*,形容詞・アウオ段,基本形,近い,チカイ,チカイ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
ちゅう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,チュー,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
旅館	名詞,一般,*,*,*,*,旅館,リョカン,リョカン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
旅館	名詞,一般,*,*,*,*,旅館,リョカン,リョカン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
案内	名詞,サ変接続,*,*,*,*,案内,アンナイ,アンナイ,s
所	名詞,非自立,副詞可能,*,*,*,所,トコロ,トコロ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
嵐山	名詞,一般,*,*,*,*,嵐山,アラシヤマ,アラシヤマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
清滝	名詞,固有名詞,一般,*,*,*,清滝,キヨタキ,キヨタキ,s
荘	名詞,一般,*,*,*,*,荘,ショウ,ショー,s
