一本	名詞,固有名詞,地域,一般,*,*,一本,イッポン,イッポン,s
たっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋ある,タッ,タッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
西脇	名詞,固有名詞,地域,一般,*,*,西脇,ニシワキ,ニシワキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
西脇	名詞,固有名詞,地域,一般,*,*,西脇,ニシワキ,ニシワキ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
キロ	名詞,接尾,助数詞,*,*,*,キロ,キロ,キロ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
変わら	動詞,自立,*,*,五段・ラ行,未然形,変わる,カワラ,カワラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
もちろん	副詞,一般,*,*,*,*,もちろん,モチロン,モチロン,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
交わり	名詞,一般,*,*,*,*,交わり,マジワリ,マジワリ,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
おじさん	名詞,一般,*,*,*,*,おじさん,オジサン,オジサン,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
キロ	名詞,接尾,助数詞,*,*,*,キロ,キロ,キロ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
学区	名詞,一般,*,*,*,*,学区,ガック,ガック,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
学区	名詞,一般,*,*,*,*,学区,ガック,ガック,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
間	名詞,副詞可能,*,*,*,*,間,アイダ,アイダ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
キロ	名詞,接尾,助数詞,*,*,*,キロ,キロ,キロ,s
ほど	助詞,副助詞,*,*,*,*,ほど,ホド,ホド,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
キロ	名詞,接尾,助数詞,*,*,*,キロ,キロ,キロ,s
ほど	助詞,副助詞,*,*,*,*,ほど,ホド,ホド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
西脇	名詞,固有名詞,地域,一般,*,*,西脇,ニシワキ,ニシワキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
週	名詞,一般,*,*,*,*,週,シュウ,シュー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
ほど	助詞,副助詞,*,*,*,*,ほど,ホド,ホド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
給食	名詞,サ変接続,*,*,*,*,給食,キュウショク,キューショク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日野	名詞,固有名詞,地域,一般,*,*,日野,ヒノ,ヒノ,s
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ずーっと	副詞,一般,*,*,*,*,ずーっと,ズーット,ズーット,s
おじさん	名詞,一般,*,*,*,*,おじさん,オジサン,オジサン,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
、	記号,読点,*,*,*,*,、,、,、,s
給食	名詞,サ変接続,*,*,*,*,給食,キュウショク,キューショク,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
無かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,無い,ナカッ,ナカッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
また	副詞,助詞類接続,*,*,*,*,また,マタ,マタ,s
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
歩い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
キロ	名詞,接尾,助数詞,*,*,*,キロ,キロ,キロ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
まっすぐ	副詞,助詞類接続,*,*,*,*,まっすぐ,マッスグ,マッスグ,s
歩い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行っきょっ	動詞,自立,*,*,五段・ラ行,連用タ接続・縮約形,行く+よる,イッキョッ,イッキョッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
よっぽど	副詞,一般,*,*,*,*,よっぽど,ヨッポド,ヨッポド,s
昼間	名詞,副詞可能,*,*,*,*,昼間,ヒルマ,ヒルマ,s
、	記号,読点,*,*,*,*,、,、,、,s
よっぽど	名詞,形容動詞語幹,*,*,*,*,よっぽど,ヨッポド,ヨッポド,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
行か	動詞,自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けえ	助詞,終助詞,*,*,*,*,けえ,ケエ,ケー,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
市原	名詞,固有名詞,地域,一般,*,*,市原,イチハラ,イチハラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
駅	名詞,一般,*,*,*,*,駅,エキ,エキ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
歩い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
西脇	名詞,固有名詞,地域,一般,*,*,西脇,ニシワキ,ニシワキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
駅	名詞,一般,*,*,*,*,駅,エキ,エキ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
バック	名詞,サ変接続,*,*,*,*,バック,バック,バック,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
距離	名詞,一般,*,*,*,*,距離,キョリ,キョリ,s
しょっ	動詞,自立,*,*,五段・ラ行,連用タ接続,する＋よる,ショッ,ショッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょうど	副詞,一般,*,*,*,*,ちょうど,チョウド,チョード,s
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
歩い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
自転車	名詞,一般,*,*,*,*,自転車,ジテンシャ,ジテンシャ,i
なし	助動詞,*,*,*,特殊・ナイ,文語基本形,ない,ナシ,ナシ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
自転車	名詞,一般,*,*,*,*,自転車,ジテンシャ,ジテンシャ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
自転車	名詞,一般,*,*,*,*,自転車,ジテンシャ,ジテンシャ,s
乗っ	動詞,自立,*,*,五段・ラ行,連用タ接続,乗る,ノッ,ノッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行かさ	動詞,自立,*,*,五段・サ行,未然形,行かす,イカサ,イカサ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
乗っけ	動詞,自立,*,*,一段,連用形,乗っける,ノッケ,ノッケ,s
た	助動詞,*,*,*,特殊・タ,仮定形・縮約形,たら,タ,タ,s
いか	動詞,非自立,*,*,五段・カ行促音便,未然形,いく,イカ,イカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
金毘羅山	名詞,固有名詞,一般,*,*,*,金毘羅山,コンピラヤマ,コンピラヤマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
祭り	名詞,一般,*,*,*,*,祭り,マツリ,マツリ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
金毘羅山	名詞,固有名詞,一般,*,*,*,金毘羅山,コンピラヤマ,コンピラヤマ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
バス	名詞,一般,*,*,*,*,バス,バス,バス,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
汽車	名詞,一般,*,*,*,*,汽車,キシャ,キシャ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
のー	助詞,終助詞,*,*,*,*,の,ノー,ノー,s
、	記号,読点,*,*,*,*,、,、,、,s
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,s
汽車	名詞,一般,*,*,*,*,汽車,キシャ,キシャ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ポッポッポッポッ	感動詞,*,*,*,*,*,ポッポッポッポッ,ポッポッポッポッ,ポッポッポッポッ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
レカー	名詞,一般,*,*,*,*,レカー,レカー,レカー,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
けえ	動詞,非自立,*,*,カ変・クル,連用形・長音化,くる,ケエ,ケー,s
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
ディーゼル	名詞,一般,*,*,*,*,ディーゼル,ディーゼル,ディーゼル,s
、	記号,読点,*,*,*,*,、,、,、,s
ディーゼルエンジン	名詞,一般,*,*,*,*,ディーゼルエンジン,ディーゼルエンジン,ディーゼルエンジン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
のー	助詞,終助詞,*,*,*,*,の,ノー,ノー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
汽車	名詞,一般,*,*,*,*,汽車,キシャ,キシャ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
臨時	名詞,一般,*,*,*,*,臨時,リンジ,リンジ,s
列車	名詞,一般,*,*,*,*,列車,レッシャ,レッシャ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
よっ	動詞,自立,*,*,五段・ラ行,連用タ接続,よる,ヨッ,ヨッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ど	助詞,接続助詞,*,*,*,*,ど,ド,ド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
汽車	名詞,一般,*,*,*,*,汽車,キシャ,キシャ,i
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
おー	感動詞,*,*,*,*,*,おー,オー,オー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
デゴイチ	名詞,固有名詞,一般,*,*,*,デゴイチ,デゴイチ,デゴイチ,s
では	助詞,接続助詞,*,*,*,*,では,デハ,デワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
デゴイチ	名詞,固有名詞,一般,*,*,*,デゴイチ,デゴイチ,デゴイチ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
C	名詞,一般,*,*,*,*,C,C,C,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
何ぼ	副詞,助詞類接続,*,*,*,*,何ぼ,ナンボ,ナンボ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
種類	名詞,一般,*,*,*,*,種類,シュルイ,シュルイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
種類	名詞,一般,*,*,*,*,種類,シュルイ,シュルイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
蒸気	名詞,一般,*,*,*,*,蒸気,ジョウキ,ジョーキ,s
機関車	名詞,一般,*,*,*,*,機関車,キカンシャ,キカンシャ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
臨時	名詞,一般,*,*,*,*,臨時,リンジ,リンジ,s
列車	名詞,一般,*,*,*,*,列車,レッシャ,レッシャ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
よっ	動詞,自立,*,*,五段・ラ行,連用タ接続,よる,ヨッ,ヨッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
のー	助詞,終助詞,*,*,*,*,の,ノー,ノー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
金毘羅山	名詞,固有名詞,一般,*,*,*,金毘羅山,コンピラヤマ,コンピラヤマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
祭り	名詞,一般,*,*,*,*,祭り,マツリ,マツリ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
のー	助詞,終助詞,*,*,*,*,の,ノー,ノー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
西脇	名詞,固有名詞,地域,一般,*,*,西脇,ニシワキ,ニシワキ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
多可	名詞,固有名詞,地域,一般,*,*,多可,タカ,タカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
金毘羅	名詞,一般,*,*,*,*,金毘羅,コンピラ,コンピラ,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ここら	名詞,代名詞,一般,*,*,*,ここら,ココラ,ココラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
播州	名詞,固有名詞,地域,一般,*,*,播州,バンシュウ,バンシュー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
辺	名詞,一般,*,*,*,*,辺,ヘン,ヘン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
大	名詞,接尾,一般,*,*,*,大,ダイ,ダイ,s
祭り	名詞,一般,*,*,*,*,祭り,マツリ,マツリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ひとつ	名詞,副詞可能,*,*,*,*,ひとつ,ヒトツ,ヒトツ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
