お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
ものすごい	副詞,一般,*,*,*,*,ものすごい,モノスゴイ,モノスゴイ,s
古い	形容詞,自立,*,*,形容詞・アウオ段,基本形,古い,フルイ,フルイ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
そら	名詞,代名詞・縮約形,*,*,*,*,それは,ソラ,ソラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
なかなか	副詞,助詞類接続,*,*,*,*,なかなか,ナカナカ,ナカナカ,s
厳しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,厳しい,キビシカッ,キビシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
みさ	名詞,固有名詞,人名,名,*,*,みさ,ミサ,ミサ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
遅かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,遅い,オソカッ,オソカッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
仁王立ち	名詞,一般,*,*,*,*,仁王立ち,ニオウダチ,ニオーダチ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
九	名詞,数,*,*,*,*,九,キュウ,キュー,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
やら	助詞,並立助詞,*,*,*,*,やら,ヤラ,ヤラ,s
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,s
とても	副詞,助詞類接続,*,*,*,*,とても,トテモ,トテモ,s
や	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤ,ヤ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
七	名詞,数,*,*,*,*,七,ナナ,ナナ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
門限	名詞,一般,*,*,*,*,門限,モンゲン,モンゲン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
わー	助詞,終助詞,*,*,*,*,わ,ワア,ワー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
拉致	名詞,サ変接続,*,*,*,*,拉致,ラッチ,ラッチ,s
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
かて	助詞,係助詞,*,*,*,*,かて,カテ,カテ,s
小ちゃい	形容詞,自立,*,*,形容詞・アウオ段,基本形,小ちゃい,チイチャイ,チイチャイ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
来え	動詞,非自立,*,*,カ変・来ル,未然形・長音化,来る,ケエ,ケー,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
子取り	名詞,一般,*,*,*,*,子取り,コトリ,コトリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
とら	動詞,自立,*,*,五段・ラ行,未然形,とる,トラ,トラ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
遊ん	動詞,自立,*,*,五段・バ行,連用タ接続,遊ぶ,アソン,アソン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
遊び	動詞,自立,*,*,五段・バ行,連用形,遊ぶ,アソビ,アソビ,s
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ゲーム	名詞,一般,*,*,*,*,ゲーム,ゲーム,ゲーム,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
表	名詞,一般,*,*,*,*,表,オモテ,オモテ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
缶蹴り	名詞,一般,*,*,*,*,缶蹴り,缶蹴リ,缶蹴リ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
ドッジボール	名詞,一般,*,*,*,*,ドッジボール,ドッジボール,ドッジボール,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
ゴム	名詞,一般,*,*,*,*,ゴム,ゴム,ゴム,s
弾	名詞,接尾,助数詞,*,*,*,弾,ダン,ダン,s
、	記号,読点,*,*,*,*,、,、,、,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
ゴム	名詞,一般,*,*,*,*,ゴム,ゴム,ゴム,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
一段	副詞,助詞類接続,*,*,*,*,一段,イチダン,イチダン,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
夏	名詞,一般,*,*,*,*,夏,ナツ,ナツ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
暮れる	動詞,自立,*,*,一段,基本形,暮れる,クレル,クレル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
早く	名詞,一般,*,*,*,*,早く,ハヤク,ハヤク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんな	接続詞,*,*,*,*,*,ほんな,ホンナ,ホンナ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
明るい	形容詞,自立,*,*,形容詞・アウオ段,基本形,明るい,アカルイ,アカルイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんな	接続詞,*,*,*,*,*,ほんな,ホンナ,ホンナ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
はよ	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,はやい,ハヨ,ハヨ,s
帰ら	動詞,自立,*,*,五段・ラ行,未然形,帰る,カエラ,カエラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
怒ら	動詞,自立,*,*,五段・ラ行,未然形,怒る,オコラ,オコラ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
戸	名詞,一般,*,*,*,*,戸,ト,ト,s
閉め	動詞,自立,*,*,一段,連用形,閉める,シメ,シメ,s
られる	動詞,接尾,*,*,一段,基本形,られる,ラレル,ラレル,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
子取り	名詞,一般,*,*,*,*,子取り,コトリ,コトリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
取ら	動詞,自立,*,*,五段・ラ行,未然形,取る,トラ,トラ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
みさ	名詞,固有名詞,人名,名,*,*,みさ,ミサ,ミサ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
厳しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,厳しい,キビシカッ,キビシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
はーっと	副詞,一般,*,*,*,*,はーっと,ハーット,ハーット,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,i
かて	助詞,係助詞,*,*,*,*,かて,カテ,カテ,i
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
外	名詞,非自立,副詞可能,*,*,*,外,ホカ,ホカ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
遊ん	動詞,自立,*,*,五段・バ行,連用タ接続,遊ぶ,アソン,アソン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
拉致	名詞,サ変接続,*,*,*,*,拉致,ラッチ,ラッチ,s
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
聞か	動詞,自立,*,*,五段・カ行イ音便,未然形,聞く,キカ,キカ,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
地方	名詞,一般,*,*,*,*,地方,チホウ,チホー,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
人混み	名詞,一般,*,*,*,*,人混み,ヒトゴミ,ヒトゴミ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
少ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,少ない,スクナイ,スクナイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
拉致	名詞,サ変接続,*,*,*,*,拉致,ラッチ,ラッチ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
やすかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,やすい,ヤスカッ,ヤスカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タイ,連用テ接続・縮約形,た,タ,タ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
ああいう	連体詞,*,*,*,*,*,ああいう,アアイウ,アーユウ,s
子取り	名詞,一般,*,*,*,*,子取り,コトリ,コトリ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,思う,オモ,オモ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
機械	名詞,一般,*,*,*,*,機械,キカイ,キカイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
はいっ	動詞,自立,*,*,五段・ラ行,連用タ接続,はいる,ハイッ,ハイッ,s
