始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
マンション	名詞,一般,*,*,*,*,マンション,マンション,マンション,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
一軒家	名詞,一般,*,*,*,*,一軒家,イッケンヤ,イッケンヤ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
一軒家	名詞,一般,*,*,*,*,一軒家,イッケンヤ,イッケンヤ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
エレベーター	名詞,一般,*,*,*,*,エレベーター,エレベーター,エレベーター,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
乗る	動詞,自立,*,*,五段・ラ行,基本形,乗る,ノル,ノル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
怖く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,怖い,コワク,コワク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
遊び	名詞,一般,*,*,*,*,遊び,アソビ,アソビ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
マンション	名詞,一般,*,*,*,*,マンション,マンション,マンション,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
降り	動詞,自立,*,*,一段,連用形,降りる,オリ,オリ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
迎え	名詞,一般,*,*,*,*,迎え,ムカエ,ムカエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ほしかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,ほしい,ホシカッ,ホシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
めんどくさい	形容詞,自立,*,*,形容詞・アウオ段,基本形,めんどくさい,メンドクサイ,メンドクサイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
七	名詞,数,*,*,*,*,七,ナナ,ナナ,s
階	名詞,接尾,助数詞,*,*,*,階,カイ,カイ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
階段	名詞,一般,*,*,*,*,階段,カイダン,カイダン,s
ダッシュ	名詞,一般,*,*,*,*,ダッシュ,ダッシュ,ダッシュ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
エレベーター	名詞,一般,*,*,*,*,エレベーター,エレベーター,エレベーター,s
乗ら	動詞,自立,*,*,五段・ラ行,未然形,乗る,ノラ,ノラ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へんく	助動詞,*,*,*,特殊・ナイ,連用テ接続,へん,ヘンク,ヘンク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
乗れる	動詞,自立,*,*,一段,基本形,乗れる,ノレル,ノレル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
そん	連体詞,*,*,*,*,*,その,ソン,ソン,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
乗ら	動詞,自立,*,*,五段・ラ行,未然形,乗る,ノラ,ノラ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
階段	名詞,一般,*,*,*,*,階段,カイダン,カイダン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
駆け	動詞,自立,*,*,一段,連用形,駆ける,カケ,カケ,s
上がっ	動詞,自立,*,*,五段・ラ行,連用タ接続,上がる,アガッ,アガッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんじゃ	接続詞,*,*,*,*,*,ほんじゃ,ホンジャ,ホンジャ,s
、	記号,読点,*,*,*,*,、,、,、,s
タッタッタ	感動詞,*,*,*,*,*,タッタッタ,タッタッタ,タッタッタ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
音	名詞,一般,*,*,*,*,音,オト,オト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
聞こえ	動詞,自立,*,*,一段,連用形,聞こえる,キコエ,キコエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
らしく	助動詞,*,*,*,形容詞・イ段,連用テ接続,らしい,ラシク,ラシク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
家	名詞,一般,*,*,*,*,家,イエ,イエ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
「	記号,括弧開,*,*,*,*,「,「,「,i
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
子	名詞,一般,*,*,*,*,子,コ,コ,i
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
いつも	副詞,一般,*,*,*,*,いつも,イツモ,イツモ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
階数	名詞,一般,*,*,*,*,階数,カイスウ,カイスー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
着い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,着く,ツイ,ツイ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
玄関	名詞,一般,*,*,*,*,玄関,ゲンカン,ゲンカン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
待っ	動詞,自立,*,*,五段・タ行,連用タ接続,待つ,マッ,マッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
パッ	副詞,助詞類接続,*,*,*,*,パッ,パッ,パッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
いつも	副詞,一般,*,*,*,*,いつも,イツモ,イツモ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
最高	名詞,形容動詞語幹,*,*,*,*,最高,サイコウ,サイコー,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
階	名詞,接尾,助数詞,*,*,*,階,カイ,カイ,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
上がっ	動詞,自立,*,*,五段・ラ行,連用タ接続,上がる,アガッ,アガッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
きつく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,きつい,キツク,キツク,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
きつい	形容詞,自立,*,*,形容詞・アウオ段,基本形,きつい,キツイ,キツイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
階	名詞,接尾,助数詞,*,*,*,階,カイ,カイ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
階段	名詞,一般,*,*,*,*,階段,カイダン,カイダン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
上がっ	動詞,自立,*,*,五段・ラ行,連用タ接続,上がる,アガッ,アガッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
でき	動詞,自立,*,*,一段,未然形,できる,デキ,デキ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
バイト	名詞,一般,*,*,*,*,バイト,バイト,バイト,s
先	名詞,接尾,一般,*,*,*,先,サキ,サキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
階段	名詞,一般,*,*,*,*,階段,カイダン,カイダン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
エレベーター	名詞,一般,*,*,*,*,エレベーター,エレベーター,エレベーター,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
上がら	動詞,自立,*,*,五段・ラ行,未然形,上がる,アガラ,アガラ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
いっつも	副詞,一般,*,*,*,*,いっつも,イッツモ,イッツモ,s
怖く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,怖い,コワク,コワク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
無理	名詞,一般,*,*,*,*,無理,ムリ,ムリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
閉所	名詞,一般,*,*,*,*,閉所,閉所,閉所,i
恐怖症	名詞,一般,*,*,*,*,恐怖症,キョウフショウ,キョーフショー,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
閉所	名詞,一般,*,*,*,*,閉所,閉所,閉所,s
恐怖症	名詞,一般,*,*,*,*,恐怖症,キョウフショウ,キョーフショー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
四角い	形容詞,自立,*,*,形容詞・アウオ段,基本形,四角い,シカクイ,シカクイ,s
ちっちゃい	形容詞,自立,*,*,形容詞・イ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
箱	名詞,一般,*,*,*,*,箱,ハコ,ハコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
来	動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
怖く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,怖い,コワク,コワク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
早く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク,s
降り	動詞,自立,*,*,一段,連用形,降りる,オリ,オリ,s
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
スタンガン	名詞,一般,*,*,*,*,スタンガン,スタンガン,スタンガン,i
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
想像	名詞,サ変接続,*,*,*,*,想像,ソウゾウ,ソーゾー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
乗ら	動詞,自立,*,*,五段・ラ行,未然形,乗る,ノラ,ノラ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
、	記号,読点,*,*,*,*,、,、,、,s
エレベーター	名詞,一般,*,*,*,*,エレベーター,エレベーター,エレベーター,s
。	記号,句点,*,*,*,*,。,。,。,s
