緊張	名詞,サ変接続,*,*,*,*,緊張,キンチョウ,キンチョー,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
天ぷら	名詞,一般,*,*,*,*,天ぷら,テンプラ,テンプラ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
舌	名詞,一般,*,*,*,*,舌,シタ,シタ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
辛い	形容詞,自立,*,*,形容詞・アウオ段,基本形,辛い,カライ,カライ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
体	名詞,一般,*,*,*,*,体,カラダ,カラダ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
、	記号,読点,*,*,*,*,、,、,、,s
もともと	副詞,助詞類接続,*,*,*,*,もともと,モトモト,モトモト,s
辛い	形容詞,自立,*,*,形容詞・アウオ段,基本形,辛い,カライ,カライ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
食べれ	動詞,自立,*,*,一段・可能,未然形,食べれる,タベレ,タベレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
セヨン	名詞,固有名詞,人名,名,*,*,セヨン,セヨン,セヨン,i
くん	名詞,接尾,人名,*,*,*,くん,クン,クン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
あいつ	名詞,代名詞,一般,*,*,*,あいつ,アイツ,アイツ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
合う	動詞,自立,*,*,五段・ワ行促音便,基本形,合う,アウ,アウ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
辛い	形容詞,自立,*,*,形容詞・アウオ段,基本形,辛い,カライ,カライ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
食べ	動詞,自立,*,*,一段,未然形,食べる,タベ,タベ,i
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
食べれ	動詞,自立,*,*,一段・可能,未然形,食べれる,タベレ,タベレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
中	名詞,接尾,一般,*,*,*,中,ジュウ,ジュー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
反応	名詞,サ変接続,*,*,*,*,反応,ハンノウ,ハンノー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,i
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,i
大好き	名詞,形容動詞語幹,*,*,*,*,大好き,ダイスキ,ダイスキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
食べれ	動詞,自立,*,*,一段・可能,未然形,食べれる,タベレ,タベレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
美味しい	形容詞,自立,*,*,形容詞・イ段,基本形,美味しい,オイシイ,オイシイ,i
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
美味しい	形容詞,自立,*,*,形容詞・イ段,基本形,美味しい,オイシイ,オイシイ,i
、	記号,読点,*,*,*,*,、,、,、,i
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
調理	名詞,サ変接続,*,*,*,*,調理,チョウリ,チョーリ,s
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
食べれる	動詞,自立,*,*,一段・可能,基本形,食べれる,タベレル,タベレル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
豚	名詞,一般,*,*,*,*,豚,ブタ,ブタ,s
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
炒め	動詞,自立,*,*,一段,連用形,炒める,イタメ,イタメ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
炒め	動詞,自立,*,*,一段,連用形,炒める,イタメ,イタメ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,i
のみ	助詞,副助詞,*,*,*,*,のみ,ノミ,ノミ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
無理	名詞,一般,*,*,*,*,無理,ムリ,ムリ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
のみ	助詞,副助詞,*,*,*,*,のみ,ノミ,ノミ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
無理	名詞,一般,*,*,*,*,無理,ムリ,ムリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もともと	副詞,助詞類接続,*,*,*,*,もともと,モトモト,モトモト,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
、	記号,読点,*,*,*,*,、,、,、,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
炒め	動詞,自立,*,*,一段,連用形,炒める,イタメ,イタメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
自体	名詞,一般,*,*,*,*,自体,ジタイ,ジタイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
辛い	形容詞,自立,*,*,形容詞・アウオ段,基本形,辛い,カライ,カライ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
や	感動詞,*,*,*,*,*,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
違う	感動詞,*,*,*,*,*,違う,チャウ,チャウ,s
違う	感動詞,*,*,*,*,*,違う,チャウ,チャウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
無理	名詞,一般,*,*,*,*,無理,ムリ,ムリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
アレルギー	名詞,一般,*,*,*,*,アレルギー,アレルギー,アレルギー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
嘘	名詞,一般,*,*,*,*,嘘,ウソ,ウソ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
っ	助詞,格助詞・縮約形,連語,*,*,*,って,ッ,ッ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
嫌い	名詞,形容動詞語幹,*,*,*,*,嫌い,キライ,キライ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
吐き	動詞,自立,*,*,五段・カ行イ音便,連用形,吐く,ハキ,ハキ,s
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
チゲ	名詞,一般,*,*,*,*,チゲ,チゲ,チゲ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
鍋	名詞,接尾,一般,*,*,*,鍋,ナベ,ナベ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
食べれる	動詞,自立,*,*,一段・可能,基本形,食べれる,タベレル,タベレル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
無理	名詞,一般,*,*,*,*,無理,ムリ,ムリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
屋	名詞,接尾,一般,*,*,*,屋,ヤ,ヤ,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
行か	動詞,自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
専門	名詞,一般,*,*,*,*,専門,センモン,センモン,s
店	名詞,接尾,助数詞,*,*,*,店,テン,テン,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
サムギョプサル	名詞,固有名詞,一般,*,*,*,サムギョプサル,サムギョプサル,サムギョプサル,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
特に	副詞,一般,*,*,*,*,特に,トクニ,トクニ,s
サムギョプサル	名詞,固有名詞,一般,*,*,*,サムギョプサル,サムギョプサル,サムギョプサル,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
焼い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,焼く,ヤイ,ヤイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
食べれる	動詞,自立,*,*,一段・可能,基本形,食べれる,タベレル,タベレル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
焼い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,焼く,ヤイ,ヤイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
おかず	名詞,一般,*,*,*,*,おかず,オカズ,オカズ,s
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
無理	名詞,一般,*,*,*,*,無理,ムリ,ムリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
居酒屋	名詞,一般,*,*,*,*,居酒屋,イザカヤ,イザカヤ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ご飯	名詞,一般,*,*,*,*,ご飯,ゴハン,ゴハン,i
と	助詞,並立助詞,*,*,*,*,と,ト,ト,i
キムチ	名詞,一般,*,*,*,*,キムチ,キムチ,キムチ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
信じ	動詞,自立,*,*,一段,未然形,信じる,シンジ,シンジ,i
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
チャンジャ	名詞,一般,*,*,*,*,チャンジャ,チャンジャ,チャンジャ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
食べれる	動詞,自立,*,*,一段・可能,基本形,食べれる,タベレル,タベレル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
