出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン,i
。	記号,句点,*,*,*,*,。,。,。,s
EOS
書く	動詞,自立,*,*,五段・カ行イ音便,基本形,書く,カク,カク,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
点	名詞,一般,*,*,*,*,点,テン,テン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
試験	名詞,サ変接続,*,*,*,*,試験,シケン,シケン,s
受ける	動詞,自立,*,*,一段,基本形,受ける,ウケル,ウケル,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
、	記号,読点,*,*,*,*,、,、,、,s
点	名詞,一般,*,*,*,*,点,テン,テン,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
選ぶ	動詞,自立,*,*,五段・バ行,基本形,選ぶ,エラブ,エラブ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
難しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,難しい,ムズカシカッ,ムズカシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
問題	名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,i
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,i
にあたって	助詞,格助詞,連語,*,*,*,にあたって,ニアタッテ,ニアタッテ,i
なじみ	動詞,自立,*,*,五段・マ行,連用形,なじむ,ナジミ,ナジミ,i
やすい	形容詞,非自立,*,*,形容詞・アウオ段,基本形,やすい,ヤスイ,ヤスイ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
漢字	名詞,一般,*,*,*,*,漢字,カンジ,カンジ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
単語	名詞,一般,*,*,*,*,単語,タンゴ,タンゴ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
語順	名詞,一般,*,*,*,*,語順,ゴジュン,ゴジュン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
言える	動詞,自立,*,*,一段,基本形,言える,イエル,イエル,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
なじみ	動詞,自立,*,*,五段・マ行,連用形,なじむ,ナジミ,ナジミ,s
やすい	形容詞,非自立,*,*,形容詞・アウオ段,基本形,やすい,ヤスイ,ヤスイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
最初	名詞,副詞可能,*,*,*,*,最初,サイショ,サイショ,s
、	記号,読点,*,*,*,*,、,、,、,s
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
ください	動詞,自立,*,*,五段・ラ行特殊,連用形,くださる,クダサイ,クダサイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
来る	連体詞,*,*,*,*,*,来る,キタル,キタル,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
それだけ	副詞,助詞類接続,*,*,*,*,それだけ,ソレダケ,ソレダケ,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
今まで	副詞,一般,*,*,*,*,今まで,イママデ,イママデ,i
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,i
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
一個	名詞,一般,*,*,*,*,一個,イッコ,イッコ,i
絞る	動詞,自立,*,*,五段・ラ行,基本形,絞る,シボル,シボル,i
としたら	助詞,接続助詞,*,*,*,*,トシタラ,トシタラ,トシタラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
じゃ	助詞,格助詞,連語,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
面白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
面白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
面白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いえ	感動詞,*,*,*,*,*,いえ,イエ,イエ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
、	記号,読点,*,*,*,*,、,、,、,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
弁	名詞,接尾,一般,*,*,*,弁,ベン,ベン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
面白かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,面白い,オモシロカッ,オモシロカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
あかん	感動詞,*,*,*,*,*,あかん,アカン,アカン,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
変わる	動詞,自立,*,*,五段・ラ行,基本形,変わる,カワル,カワル,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
面白かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,面白い,オモシロカッ,オモシロカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
単語	名詞,一般,*,*,*,*,単語,タンゴ,タンゴ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
標準	名詞,一般,*,*,*,*,標準,ヒョウジュン,ヒョージュン,i
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
関し	動詞,自立,*,*,五段・サ行,連用形,関す,カンシ,カンシ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
方言	名詞,一般,*,*,*,*,方言,ホウゲン,ホーゲン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
絡ん	動詞,自立,*,*,五段・マ行,連用タ接続,絡む,カラン,カラン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
面白く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,面白い,オモシロク,オモシロク,s
感じる	動詞,自立,*,*,一段,基本形,感じる,カンジル,カンジル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
どん	連体詞,*,*,*,*,*,どん,ドン,ドン,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
期間	名詞,一般,*,*,*,*,期間,キカン,キカン,i
経つ	動詞,自立,*,*,五段・タ行,基本形,経つ,タツ,タツ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
、	記号,読点,*,*,*,*,、,、,、,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
目	名詞,接尾,助数詞,*,*,*,目,モク,モク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
間	名詞,一般,*,*,*,*,間,マ,マ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
バイト	名詞,一般,*,*,*,*,バイト,バイト,バイト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
、	記号,読点,*,*,*,*,、,、,、,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
したら	接続詞,*,*,*,*,*,したら,シタラ,シタラ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
働く	動詞,自立,*,*,五段・カ行イ音便,基本形,働く,ハタラク,ハタラク,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
気	名詞,非自立,一般,*,*,*,気,キ,キ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
働い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,働く,ハタライ,ハタライ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
