お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
、	記号,読点,*,*,*,*,、,、,、,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
七	名詞,数,*,*,*,*,七,ナナ,ナナ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
死ん	動詞,自立,*,*,五段・ナ行,連用タ接続,死ぬ,シン,シン,i
じゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,じゃう,ジャッ,ジャッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ハムスター	名詞,一般,*,*,*,*,ハムスター,ハムスター,ハムスター,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
寿命	名詞,一般,*,*,*,*,寿命,ジュミョウ,ジュミョー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
大体	副詞,一般,*,*,*,*,大体,ダイタイ,ダイタイ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
皆	名詞,代名詞,一般,*,*,*,皆,ミナ,ミナ,i
死ん	動詞,自立,*,*,五段・ナ行,連用タ接続,死ぬ,シン,シン,i
じゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,じゃう,ジャッ,ジャッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
皆	名詞,代名詞,一般,*,*,*,皆,ミンナ,ミンナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
、	記号,読点,*,*,*,*,、,、,、,i
ペット	名詞,一般,*,*,*,*,ペット,ペット,ペット,i
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,i
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
ペット	名詞,一般,*,*,*,*,ペット,ペット,ペット,i
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
癒さ	動詞,自立,*,*,五段・サ行,未然形,癒す,イヤサ,イヤサ,i
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
、	記号,読点,*,*,*,*,、,、,、,i
悩ん	動詞,自立,*,*,五段・マ行,連用タ接続,悩む,ナヤン,ナヤン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
忘れれる	動詞,自立,*,*,一段・可能,基本形,忘れれる,ワスレレル,ワスレレル,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,i
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
無い	形容詞,自立,*,*,形容詞・アウオ段,基本形,無い,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
悩み	動詞,自立,*,*,五段・マ行,連用形,悩む,ナヤミ,ナヤミ,i
事	名詞,非自立,一般,*,*,*,事,コト,コト,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
楽天的	名詞,形容動詞語幹,*,*,*,*,楽天的,ラクテンテキ,ラクテンテキ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
悩ん	動詞,自立,*,*,五段・マ行,連用タ接続,悩む,ナヤン,ナヤン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
聞く	動詞,自立,*,*,五段・カ行イ音便,基本形,聞く,キク,キク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
聞き	動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
特に	副詞,一般,*,*,*,*,特に,トクニ,トクニ,s
どの	連体詞,*,*,*,*,*,どの,ドノ,ドノ,s
方面	名詞,一般,*,*,*,*,方面,ホウメン,ホーメン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
特定	名詞,サ変接続,*,*,*,*,特定,トクテイ,トクテイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
い	動詞,非自立,*,*,一段,未然形,いる,イ,イ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
頃	名詞,非自立,副詞可能,*,*,*,頃,コロ,コロ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
バイオリン	名詞,一般,*,*,*,*,バイオリン,バイオリン,バイオリン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ので	助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ,s
、	記号,読点,*,*,*,*,、,、,、,s
まぁ	感動詞,*,*,*,*,*,まぁ,マァ,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,s
方面	名詞,一般,*,*,*,*,方面,ホウメン,ホーメン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
バイオリン	名詞,一般,*,*,*,*,バイオリン,バイオリン,バイオリン,i
弾ける	動詞,自立,*,*,一段,基本形,弾ける,ヒケル,ヒケル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
弾ける	動詞,自立,*,*,一段,基本形,弾ける,ヒケル,ヒケル,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
弾い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,弾く,ヒイ,ヒイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
弾い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,弾く,ヒイ,ヒイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
忘れ	動詞,自立,*,*,一段,未然形,忘れる,ワスレ,ワスレ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すご	感動詞,*,*,*,*,*,すご,スゴ,スゴ,i
、	記号,読点,*,*,*,*,、,、,、,i
バイオリン	名詞,一般,*,*,*,*,バイオリン,バイオリン,バイオリン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
何	名詞,代名詞,一般,*,*,*,何,ナン,ナン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
、	記号,読点,*,*,*,*,、,、,、,i
習い事	名詞,一般,*,*,*,*,習い事,ナライゴト,ナライゴト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
バイオリン	名詞,一般,*,*,*,*,バイオリン,バイオリン,バイオリン,i
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
バイオリン	名詞,一般,*,*,*,*,バイオリン,バイオリン,バイオリン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ので	助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ,s
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
レベル	名詞,一般,*,*,*,*,レベル,レベル,レベル,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナン,ナン,s
級	名詞,接尾,助数詞,*,*,*,級,キュウ,キュー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
八	名詞,数,*,*,*,*,八,ハチ,ハチ,s
級	名詞,接尾,助数詞,*,*,*,級,キュウ,キュー,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
取っ	動詞,自立,*,*,五段・ラ行,連用タ接続,取る,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
八	名詞,数,*,*,*,*,八,ハチ,ハチ,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
最高	名詞,形容動詞語幹,*,*,*,*,最高,サイコウ,サイコー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
めちゃ	副詞,一般,*,*,*,*,めちゃ,メチャ,メチャ,i
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
バイオリン	名詞,一般,*,*,*,*,バイオリン,バイオリン,バイオリン,i
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
習い事	名詞,一般,*,*,*,*,習い事,ナライゴト,ナライゴト,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
特	名詞,一般,*,*,*,*,特,トク,トク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
スポーツ	名詞,一般,*,*,*,*,スポーツ,スポーツ,スポーツ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,i
出来る	動詞,自立,*,*,一段,基本形,出来る,デキル,デキル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
得意	名詞,形容動詞語幹,*,*,*,*,得意,トクイ,トクイ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
陸上	名詞,一般,*,*,*,*,陸上,リクジョウ,リクジョー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
得意	名詞,形容動詞語幹,*,*,*,*,得意,トクイ,トクイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
陸上	名詞,一般,*,*,*,*,陸上,リクジョウ,リクジョー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
走る	動詞,自立,*,*,五段・ラ行,基本形,走る,ハシル,ハシル,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
