木村	名詞,固有名詞,人名,姓,*,*,木村,キムラ,キムラ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
カップル	名詞,一般,*,*,*,*,カップル,カップル,カップル,i
、	記号,読点,*,*,*,*,、,、,、,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
やり方	名詞,一般,*,*,*,*,やり方,ヤリカタ,ヤリカタ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
そのー	フィラー,*,*,*,*,*,そのー,ソノー,ソノー,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
パーティ	名詞,サ変接続,*,*,*,*,パーティ,パーティ,パーティ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
お互い	名詞,一般,*,*,*,*,お互い,オタガイ,オタガイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
カップル	名詞,一般,*,*,*,*,カップル,カップル,カップル,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
帰す	動詞,自立,*,*,五段・サ行,基本形,帰す,キス,キス,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おめでとう	感動詞,*,*,*,*,*,おめでとう,オメデトウ,オメデトー,s
おめでとう	感動詞,*,*,*,*,*,おめでとう,オメデトウ,オメデトー,s
ござい	動詞,自立,*,*,五段・ラ行特殊,連用形,ござる,ゴザイ,ゴザイ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んじゃ	接続詞,*,*,*,*,*,んじゃ,ンジャ,ンジャ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー,s
降り	動詞,自立,*,*,一段,連用形,降りる,オリ,オリ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ください	動詞,非自立,*,*,五段・ラ行特殊,連用形,くださる,クダサイ,クダサイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ブース	名詞,一般,*,*,*,*,ブース,ブース,ブース,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
分け	動詞,自立,*,*,一段,連用形,分ける,ワケ,ワケ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
部屋	名詞,一般,*,*,*,*,部屋,ヘヤ,ヘヤ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もともと	副詞,助詞類接続,*,*,*,*,もともと,モトモト,モトモト,s
ブース	名詞,一般,*,*,*,*,ブース,ブース,ブース,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
分け	動詞,自立,*,*,一段,連用形,分ける,ワケ,ワケ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
一対一	名詞,一般,*,*,*,*,一対一,イチタイイチ,イチタイイチ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
喋れ	動詞,自立,*,*,一段,連用形,喋れる,シャベレ,シャベレ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
パーティ	名詞,サ変接続,*,*,*,*,パーティ,パーティ,パーティ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
男性	名詞,一般,*,*,*,*,男性,ダンセイ,ダンセイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
移動	名詞,サ変接続,*,*,*,*,移動,イドウ,イドー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いっ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
来る	連体詞,*,*,*,*,*,来る,キタル,キタル,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
なんとなく	副詞,助詞類接続,*,*,*,*,なんとなく,ナントナク,ナントナク,s
情報	名詞,一般,*,*,*,*,情報,ジョウホウ,ジョーホー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
性別	名詞,一般,*,*,*,*,性別,セイベツ,セイベツ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
年齢	名詞,一般,*,*,*,*,年齢,ネンレイ,ネンレイ,s
、	記号,読点,*,*,*,*,、,、,、,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
分かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,分かる,ワカッ,ワカッ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
パーティ	名詞,サ変接続,*,*,*,*,パーティ,パーティ,パーティ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
え	フィラー,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
わかっ	動詞,自立,*,*,五段・ラ行,連用タ接続,わかる,ワカッ,ワカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
営業	名詞,サ変接続,*,*,*,*,営業,エイギョウ,エイギョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
終わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,終わる,オワッ,オワッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
後	名詞,副詞可能,*,*,*,*,後,アト,アト,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
プロフィール	名詞,一般,*,*,*,*,プロフィール,プロフィール,プロフィール,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
く	動詞,非自立,*,*,五段・カ行促音便,基本形・縮約形,いく,ク,ク,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
軽く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,軽い,カルク,カルク,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
とい	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続・縮約形,て＋おく,トイ,トイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
席	名詞,接尾,助数詞,*,*,*,席,セキ,セキ,s
すわん	動詞,自立,*,*,五段・ラ行撥音便,基本形,すわる,スワン,スワン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
決め	動詞,自立,*,*,一段,連用形,決める,キメ,キメ,s
とく	動詞,非自立,*,*,五段・カ行イ音便,基本形・縮約形,て＋おく,トク,トク,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
番	名詞,接尾,助数詞,*,*,*,番,バン,バン,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
入れよ	動詞,自立,*,*,一段,未然ウ接続,入れる,イレヨ,イレヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
番	名詞,接尾,助数詞,*,*,*,番,バン,バン,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,s
誰々	名詞,一般,*,*,*,*,誰々,ダレダレ,ダレダレ,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
誰々	名詞,一般,*,*,*,*,誰々,ダレダレ,ダレダレ,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やあ	名詞,一般,*,*,*,*,やあ,ヤア,ヤー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
作戦	名詞,一般,*,*,*,*,作戦,サクセン,サクセン,s
会議	名詞,サ変接続,*,*,*,*,会議,カイギ,カイギ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とく	動詞,非自立,*,*,五段・カ行イ音便,基本形・縮約形,て＋おく,トク,トク,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
エレベーター	名詞,一般,*,*,*,*,エレベーター,エレベーター,エレベーター,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一個	名詞,一般,*,*,*,*,一個,イッコ,イッコ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
こういう	連体詞,*,*,*,*,*,こういう,コウイウ,コーユウ,s
係り	名詞,一般,*,*,*,*,係り,カカリ,カカリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
者	名詞,非自立,一般,*,*,*,者,モノ,モノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
声	名詞,一般,*,*,*,*,声,コエ,コエ,s
かける	動詞,自立,*,*,一段,基本形,かける,カケル,カケル,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
席	名詞,一般,*,*,*,*,席,セキ,セキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
すわっ	動詞,自立,*,*,五段・ラ行,連用タ接続,すわる,スワッ,スワッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ください	動詞,非自立,*,*,五段・ラ行特殊,連用形,くださる,クダサイ,クダサイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
とく	動詞,非自立,*,*,五段・カ行イ音便,基本形・縮約形,て＋おく,トク,トク,s
ねん	名詞,非自立,一般,*,*,*,ねん,ネン,ネン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
実際	副詞,助詞類接続,*,*,*,*,実際,ジッサイ,ジッサイ,s
ぶわー	副詞,一般,*,*,*,*,ぶわー,ブワー,ブワー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
行かし	動詞,自立,*,*,五段・サ行,連用形,行かす,イカシ,イカシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
喋り	動詞,自立,*,*,五段・ラ行,連用形,喋る,シャベリ,シャベリ,s
始める	動詞,非自立,*,*,一段,基本形,始める,ハジメル,ハジメル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	副詞,一般,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
ってか	接続詞,*,*,*,*,*,ってか,ッテカ,ッテカ,s
出逢い	動詞,自立,*,*,五段・ワ行促音便,連用形,出逢う,デアイ,デアイ,s
探し	動詞,自立,*,*,五段・サ行,連用形,探す,サガシ,サガシ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,i
ため	名詞,非自立,一般,*,*,*,ため,タメ,タメ,i
口	名詞,接尾,助数詞,*,*,*,口,クチ,クチ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
喋り	動詞,自立,*,*,五段・ラ行,連用形,喋る,シャベリ,シャベリ,i
かけん	動詞,非自立,*,*,一段撥音便,基本形,かける,カケン,カケン,i
のん	助詞,終助詞,*,*,*,*,のん,ノン,ノン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
