普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
工事	名詞,サ変接続,*,*,*,*,工事,コウジ,コージ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
取り替えよ	動詞,自立,*,*,一段,未然ウ接続,取り替える,トリカエヨ,トリカエヨ,s
思	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,思う,オモ,オモ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
高い	形容詞,自立,*,*,形容詞・アウオ段,基本形,高い,タカイ,タカイ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
足場	名詞,一般,*,*,*,*,足場,アシバ,アシバ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
組ま	動詞,自立,*,*,五段・マ行,未然形,組む,クマ,クマ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
床	名詞,一般,*,*,*,*,床,ユカ,ユカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
行ける	動詞,自立,*,*,一段,基本形,行ける,イケル,イケル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
下見	名詞,サ変接続,*,*,*,*,下見,シタミ,シタミ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
初め	動詞,自立,*,*,一段,連用形,初める,ソメ,ソメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
床	名詞,一般,*,*,*,*,床,ユカ,ユカ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
蓋	名詞,一般,*,*,*,*,蓋,フタ,フタ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
開ける	動詞,自立,*,*,一段,基本形,開ける,アケル,アケル,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
蓋	名詞,一般,*,*,*,*,蓋,フタ,フタ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
ひょっと	副詞,一般,*,*,*,*,ひょっと,ヒョット,ヒョット,s
開け	動詞,自立,*,*,一段,連用形,開ける,アケ,アケ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
メーター	名詞,一般,*,*,*,*,メーター,メーター,メーター,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
床	名詞,一般,*,*,*,*,床,ユカ,ユカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
鉄鉱	名詞,一般,*,*,*,*,鉄鉱,テッコウ,テッコー,s
石	名詞,接尾,助数詞,*,*,*,石,セキ,セキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
かけら	名詞,一般,*,*,*,*,かけら,カケラ,カケラ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ぼろぼろ	副詞,一般,*,*,*,*,ぼろぼろ,ボロボロ,ボロボロ,s
っと	助詞,格助詞,引用,*,*,*,っと,ット,ット,s
落ち	動詞,自立,*,*,一段,連用形,落ちる,オチ,オチ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ヒューって	副詞,一般,*,*,*,*,ヒューって,ヒューッテ,ヒューッテ,s
地面	名詞,一般,*,*,*,*,地面,ジメン,ジメン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
落ち	動詞,自立,*,*,一段,連用形,落ちる,オチ,オチ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
瞬間	名詞,副詞可能,*,*,*,*,瞬間,シュンカン,シュンカン,s
、	記号,読点,*,*,*,*,、,、,、,s
うわ	感動詞,*,*,*,*,*,うわ,ウワ,ウワ,s
、	記号,読点,*,*,*,*,、,、,、,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
足場	名詞,一般,*,*,*,*,足場,アシバ,アシバ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
組ん	動詞,自立,*,*,五段・マ行,連用タ接続,組む,クン,クン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
作業	名詞,サ変接続,*,*,*,*,作業,サギョウ,サギョー,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
かい	助詞,終助詞,*,*,*,*,かい,カイ,カイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
風	名詞,一般,*,*,*,*,風,カゼ,カゼ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
メーター	名詞,一般,*,*,*,*,メーター,メーター,メーター,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
転がる	動詞,自立,*,*,五段・ラ行,基本形,転がる,コロガル,コロガル,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
海	名詞,一般,*,*,*,*,海,ウミ,ウミ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
横	名詞,一般,*,*,*,*,横,ヨコ,ヨコ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
浜風	名詞,固有名詞,地域,一般,*,*,浜風,ハマカゼ,ハマカゼ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ビュー	副詞,一般,*,*,*,*,ビュー,ビュー,ビュー,s
、	記号,読点,*,*,*,*,、,、,、,s
吹い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,吹く,フイ,フイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
台風	名詞,一般,*,*,*,*,台風,タイフウ,タイフー,s
並み	名詞,接尾,一般,*,*,*,並み,ナミ,ナミ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
風	名詞,一般,*,*,*,*,風,カゼ,カゼ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
吹く	動詞,自立,*,*,五段・カ行イ音便,基本形,吹く,フク,フク,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
外	名詞,一般,*,*,*,*,外,ソト,ソト,i
なん	名詞,非自立,*,*,*,縮約形,なの,ナン,ナン,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
外	名詞,一般,*,*,*,*,外,ソト,ソト,s
、	記号,読点,*,*,*,*,、,、,、,s
外	名詞,一般,*,*,*,*,外,ソト,ソト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
足場	名詞,一般,*,*,*,*,足場,アシバ,アシバ,s
組ま	動詞,自立,*,*,五段・マ行,未然形,組む,クマ,クマ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
計画	名詞,サ変接続,*,*,*,*,計画,ケイカク,ケイカク,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
工事	名詞,サ変接続,*,*,*,*,工事,コウジ,コージ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
計画	名詞,サ変接続,*,*,*,*,計画,ケイカク,ケイカク,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
生き	動詞,自立,*,*,一段,連用形,生きる,イキ,イキ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
証拠	名詞,一般,*,*,*,*,証拠,ショウコ,ショーコ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
終わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,終わる,オワッ,オワッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
困っ	動詞,自立,*,*,五段・ラ行,連用タ接続,困る,コマッ,コマッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
楽しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,楽しい,タノシカッ,タノシカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
楽しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,楽しい,タノシカッ,タノシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
楽しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,楽しい,タノシカッ,タノシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
頑張っ	動詞,自立,*,*,五段・ラ行,連用タ接続,頑張る,ガンバッ,ガンバッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
旅行	名詞,サ変接続,*,*,*,*,旅行,リョコウ,リョコー,s
、	記号,読点,*,*,*,*,、,、,、,s
旅行	名詞,サ変接続,*,*,*,*,旅行,リョコウ,リョコー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
視察	名詞,サ変接続,*,*,*,*,視察,シサツ,シサツ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ほとんど	副詞,一般,*,*,*,*,ほとんど,ホトンド,ホトンド,s
旅行	名詞,サ変接続,*,*,*,*,旅行,リョコウ,リョコー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
ヨーロッパ	名詞,固有名詞,地域,一般,*,*,ヨーロッパ,ヨーロッパ,ヨーロッパ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
こい	動詞,非自立,*,*,カ変・クル,命令ｉ,くる,コイ,コイ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
金	名詞,一般,*,*,*,*,金,カネ,カネ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
オランダ	名詞,固有名詞,地域,国,*,*,オランダ,オランダ,オランダ,s
、	記号,読点,*,*,*,*,、,、,、,s
ベルギー	名詞,固有名詞,地域,国,*,*,ベルギー,ベルギー,ベルギー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
オランダ	名詞,固有名詞,地域,国,*,*,オランダ,オランダ,オランダ,s
、	記号,読点,*,*,*,*,、,、,、,s
ベルギー	名詞,固有名詞,地域,国,*,*,ベルギー,ベルギー,ベルギー,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
ロンドン	名詞,固有名詞,地域,一般,*,*,ロンドン,ロンドン,ロンドン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
イギリス	名詞,固有名詞,地域,国,*,*,イギリス,イギリス,イギリス,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
か国	名詞,接尾,助数詞,*,*,*,か国,カコク,カコク,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
てっ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,てく,テッ,テッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
木靴	名詞,一般,*,*,*,*,木靴,キグツ,キグツ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
