ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,i
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,i
家	名詞,一般,*,*,*,*,家,イエ,イエ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
取り寄せ	動詞,自立,*,*,一段,連用形,取り寄せる,トリヨセ,トリヨセ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
資料	名詞,一般,*,*,*,*,資料,シリョウ,シリョー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
名古屋	名詞,固有名詞,一般,*,*,*,名古屋,ナゴヤ,ナゴヤ,s
系	名詞,接尾,一般,*,*,*,系,ケイ,ケイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
つもり	名詞,非自立,一般,*,*,*,つもり,ツモリ,ツモリ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
、	記号,読点,*,*,*,*,、,、,、,i
今まで	副詞,一般,*,*,*,*,今まで,イママデ,イママデ,i
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そりゃ	接続詞,*,*,*,*,*,そりゃ,ソリャ,ソリャ,i
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
とい	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続・縮約形,て＋おく,トイ,トイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
外	名詞,非自立,副詞可能,*,*,*,外,ホカ,ホカ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そりゃ	接続詞,*,*,*,*,*,そりゃ,ソリャ,ソリャ,i
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
かな	名詞,固有名詞,人名,名,*,*,かな,カナ,カナ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
出来る	動詞,自立,*,*,一段,基本形,出来る,デキル,デキル,i
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
出来る	動詞,自立,*,*,一段,基本形,出来る,デキル,デキル,i
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
、	記号,読点,*,*,*,*,、,、,、,i
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
起き	動詞,自立,*,*,一段,未然形,起きる,オキ,オキ,i
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
かな	名詞,固有名詞,人名,名,*,*,かな,カナ,カナ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
終わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,終わる,オワッ,オワッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
一切	名詞,一般,*,*,*,*,一切,イッサイ,イッサイ,s
かな	名詞,固有名詞,人名,名,*,*,かな,カナ,カナ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とろ	動詞,非自立,*,*,五段・ラ行,未然ウ接続・縮約形,て＋おる,トロ,トロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
遅刻	名詞,サ変接続,*,*,*,*,遅刻,チコク,チコク,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
起きれ	動詞,自立,*,*,一段,仮定形,起きる,オキレ,オキレ,s
なかろ	助動詞,*,*,*,特殊・ナイ,未然ウ接続,ない,ナカロ,ナカロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
干渉	名詞,サ変接続,*,*,*,*,干渉,カンショウ,カンショー,s
せえ	動詞,自立,*,*,サ変・スル,未然形・長音化,する,セエ,セー,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
かな	名詞,固有名詞,人名,名,*,*,かな,カナ,カナ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
以上	名詞,非自立,副詞可能,*,*,*,以上,イジョウ,イジョー,s
、	記号,読点,*,*,*,*,、,、,、,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
続く	動詞,自立,*,*,五段・カ行イ音便,基本形,続く,ツヅク,ツズク,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
嫌に	副詞,一般,*,*,*,*,嫌に,イヤニ,イヤニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
離れ	動詞,自立,*,*,一段,連用形,離れる,ハナレ,ハナレ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
色んな	連体詞,*,*,*,*,*,色んな,イロンナ,イロンナ,s
ありがたみ	名詞,一般,*,*,*,*,ありがたみ,アリガタミ,アリガタミ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
かな	名詞,固有名詞,人名,名,*,*,かな,カナ,カナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
親	名詞,一般,*,*,*,*,親,オヤ,オヤ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ありがたみ	名詞,一般,*,*,*,*,ありがたみ,アリガタミ,アリガタミ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
実家	名詞,一般,*,*,*,*,実家,ジッカ,ジッカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ありがたみ	名詞,一般,*,*,*,*,ありがたみ,アリガタミ,アリガタミ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
かな	名詞,固有名詞,人名,名,*,*,かな,カナ,カナ,i
次第	名詞,副詞可能,*,*,*,*,次第,シダイ,シダイ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
感じとん	動詞,自立,*,*,五段・ラ行撥音便,基本形,感じとる,カンジトン,カンジトン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
マイ	名詞,固有名詞,人名,名,*,*,マイ,マイ,マイ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
まぁ	副詞,一般,*,*,*,*,まあ,マア,マー,i
、	記号,読点,*,*,*,*,、,、,、,i
普通	副詞,助詞類接続,*,*,*,*,普通,フツウ,フツー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
マイ	名詞,固有名詞,人名,名,*,*,マイ,マイ,マイ,i
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
、	記号,読点,*,*,*,*,、,、,、,i
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
かな	名詞,固有名詞,人名,名,*,*,かな,カナ,カナ,i
ほど	助詞,副助詞,*,*,*,*,ほど,ホド,ホド,i
、	記号,読点,*,*,*,*,、,、,、,i
家	名詞,一般,*,*,*,*,家,イエ,イエ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
荒れ	動詞,自立,*,*,一段,連用形,荒れる,アレ,アレ,i
散らかし	動詞,自立,*,*,五段・サ行,連用形,散らかす,チラカシ,チラカシ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
家出	名詞,サ変接続,*,*,*,*,家出,イエデ,イエデ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いやいや	副詞,一般,*,*,*,*,いやいや,イヤイヤ,イヤイヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
家族	名詞,一般,*,*,*,*,家族,カゾク,カゾク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
迷惑	名詞,形容動詞語幹,*,*,*,*,迷惑,メイワク,メイワク,s
かけ	動詞,自立,*,*,一段,連用形,かける,カケ,カケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
多大	名詞,形容動詞語幹,*,*,*,*,多大,タダイ,タダイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
迷惑	名詞,形容動詞語幹,*,*,*,*,迷惑,メイワク,メイワク,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
かけ	動詞,自立,*,*,一段,連用形,かける,カケ,カケ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
辺	名詞,一般,*,*,*,*,辺,ヘン,ヘン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まぁ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
配慮	名詞,サ変接続,*,*,*,*,配慮,ハイリョ,ハイリョ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
側	名詞,一般,*,*,*,*,側,ガワ,ガワ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
名古屋	名詞,固有名詞,地域,一般,*,*,名古屋,ナゴヤ,ナゴヤ,s
県	名詞,接尾,地域,*,*,*,県,ケン,ケン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
探し	動詞,自立,*,*,五段・サ行,連用形,探す,サガシ,サガシ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
