始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
、	記号,読点,*,*,*,*,、,、,、,s
しかも	接続詞,*,*,*,*,*,しかも,シカモ,シカモ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
大事	名詞,形容動詞語幹,*,*,*,*,大事,ダイジ,ダイジ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
役どころ	名詞,一般,*,*,*,*,役どころ,ヤクドトロ,ヤクドトロ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
足	名詞,一般,*,*,*,*,足,アシ,アシ,s
骨折	名詞,サ変接続,*,*,*,*,骨折,コッセツ,コッセツ,s
全治	名詞,サ変接続,*,*,*,*,全治,ゼンチ,ゼンチ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
ヶ月	名詞,接尾,助数詞,*,*,*,ヶ月,カゲツ,カゲツ,s
、	記号,読点,*,*,*,*,、,、,、,s
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
間に合え	動詞,自立,*,*,五段・ワ行促音便,命令ｅ,間に合う,マニアエ,マニアエ,s
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
分かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,分かる,ワカッ,ワカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
急遽	副詞,一般,*,*,*,*,急遽,キュウキョ,キューキョ,s
部長	名詞,一般,*,*,*,*,部長,ブチョウ,ブチョー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
代役	名詞,一般,*,*,*,*,代役,ダイヤク,ダイヤク,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
キャラクター	名詞,一般,*,*,*,*,キャラクター,キャラクター,キャラクター,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
大体	副詞,一般,*,*,*,*,大体,ダイタイ,ダイタイ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
役者	名詞,一般,*,*,*,*,役者,ヤクシャ,ヤクシャ,s
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
つもり	名詞,非自立,一般,*,*,*,つもり,ツモリ,ツモリ,s
なかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
こっそり	副詞,助詞類接続,*,*,*,*,こっそり,コッソリ,コッソリ,s
、	記号,読点,*,*,*,*,、,、,、,s
泣き言	名詞,一般,*,*,*,*,泣き言,ナキゴト,ナキゴト,s
漏らし	動詞,自立,*,*,五段・サ行,連用形,漏らす,モラシ,モラシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
後	名詞,副詞可能,*,*,*,*,後,アト,アト,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
活動	名詞,サ変接続,*,*,*,*,活動,カツドウ,カツドー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
つい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
、	記号,読点,*,*,*,*,、,、,、,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すみれ	名詞,一般,*,*,*,*,すみれ,スミレ,スミレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
すみれ	名詞,一般,*,*,*,*,すみれ,スミレ,スミレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
文芸	名詞,一般,*,*,*,*,文芸,ブンゲイ,ブンゲイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
文芸	名詞,一般,*,*,*,*,文芸,ブンゲイ,ブンゲイ,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
文芸	名詞,一般,*,*,*,*,文芸,ブンゲイ,ブンゲイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
活動	名詞,サ変接続,*,*,*,*,活動,カツドウ,カツドー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
活動	名詞,サ変接続,*,*,*,*,活動,カツドウ,カツドー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
所属	名詞,サ変接続,*,*,*,*,所属,ショゾク,ショゾク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
、	記号,読点,*,*,*,*,、,、,、,s
文芸	名詞,一般,*,*,*,*,文芸,ブンゲイ,ブンゲイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
一年生	名詞,一般,*,*,*,*,一年生,イチネンセイ,イチネンセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
組織	名詞,サ変接続,*,*,*,*,組織,ソシキ,ソシキ,s
自体	名詞,一般,*,*,*,*,自体,ジタイ,ジタイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
作り	動詞,自立,*,*,五段・ラ行,連用形,作る,ツクリ,ツクリ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
所属	名詞,サ変接続,*,*,*,*,所属,ショゾク,ショゾク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
形	名詞,一般,*,*,*,*,形,カタチ,カタチ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
中	名詞,一般,*,*,*,*,中,チュウ,チュー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一般	名詞,一般,*,*,*,*,一般,イッパン,イッパン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
部員	名詞,一般,*,*,*,*,部員,ブイン,ブイン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
平	名詞,一般,*,*,*,*,平,タイラ,タイラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
しかも	接続詞,*,*,*,*,*,しかも,シカモ,シカモ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
同好	名詞,一般,*,*,*,*,同好,ドウコウ,ドーコー,s
会	名詞,接尾,一般,*,*,*,会,カイ,カイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
締切	名詞,一般,*,*,*,*,締切,シメキリ,シメキリ,s
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
原稿	名詞,一般,*,*,*,*,原稿,ゲンコウ,ゲンコー,s
出す	動詞,自立,*,*,五段・サ行,基本形,出す,ダス,ダス,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
同僚	名詞,一般,*,*,*,*,同僚,ドウリョウ,ドーリョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
分かれ	動詞,自立,*,*,一段,未然形,分かれる,ワカレ,ワカレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
集まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,集まる,アツマッ,アツマッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
なくっ	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナクッ,ナクッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
主宰	名詞,サ変接続,*,*,*,*,主宰,シュサイ,シュサイ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
、	記号,読点,*,*,*,*,、,、,、,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
主宰	名詞,サ変接続,*,*,*,*,主宰,シュサイ,シュサイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
風	名詞,一般,*,*,*,*,風,カゼ,カゼ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
仕切っ	動詞,自立,*,*,五段・ラ行,連用タ接続,仕切る,シキッ,シキッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
原稿	名詞,一般,*,*,*,*,原稿,ゲンコウ,ゲンコー,s
提出	名詞,サ変接続,*,*,*,*,提出,テイシュツ,テイシュツ,s
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
出す	動詞,自立,*,*,五段・サ行,基本形,出す,ダス,ダス,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
たまに	副詞,一般,*,*,*,*,たまに,タマニ,タマニ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
編集	名詞,サ変接続,*,*,*,*,編集,ヘンシュウ,ヘンシュー,s
作業	名詞,サ変接続,*,*,*,*,作業,サギョウ,サギョー,s
手伝っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,手伝う,テツダッ,テツダッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
嬉しい	形容詞,自立,*,*,形容詞・イ段,基本形,嬉しい,ウレシイ,ウレシイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
匂わさ	動詞,自立,*,*,五段・サ行,未然形,匂わす,ニオワサ,ニオワサ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
良心	名詞,一般,*,*,*,*,良心,リョウシン,リョーシン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
咎め	動詞,自立,*,*,一段,連用形,咎める,トガメ,トガメ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
手伝い	名詞,一般,*,*,*,*,手伝い,テツダイ,テツダイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
