それでは	接続詞,*,*,*,*,*,それでは,ソレデハ,ソレデワ,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
部室	名詞,一般,*,*,*,*,部室,ブシツ,ブシツ,s
呼ん	動詞,自立,*,*,五段・バ行,連用タ接続,呼ぶ,ヨン,ヨン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
活動	名詞,サ変接続,*,*,*,*,活動,カツドウ,カツドー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
実績	名詞,一般,*,*,*,*,実績,ジッセキ,ジッセキ,s
あげ	動詞,自立,*,*,一段,連用形,あげる,アゲ,アゲ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
みい	動詞,非自立,*,*,一段,未然形・長音化,みる,ミイ,ミー,s
ひん	助動詞,*,*,*,特殊・ナイ,基本形・母音調和,へん,ヒン,ヒン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
っ	助詞,格助詞・縮約形,連語,*,*,*,って,ッ,ッ,s
つっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ツッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
勧誘	名詞,サ変接続,*,*,*,*,勧誘,カンユウ,カンユー,s
せ	動詞,自立,*,*,サ変・スル,未然形特殊,する,セ,セ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
訳	名詞,非自立,一般,*,*,*,訳,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
背	名詞,一般,*,*,*,*,背,セ,セ,s
低かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,低い,ヒクカッ,ヒクカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
そうゆう	連体詞,*,*,*,*,*,そうゆう,ソウユウ,ソーユウ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
かなり	副詞,一般,*,*,*,*,かなり,カナリ,カナリ,s
引っ張ら	動詞,自立,*,*,五段・ラ行,未然形,引っ張る,ヒッパラ,ヒッパラ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
奴	名詞,代名詞,一般,*,*,*,奴,ヤツ,ヤツ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
応援	名詞,サ変接続,*,*,*,*,応援,オウエン,オーエン,s
団	名詞,接尾,助数詞,*,*,*,団,ダン,ダン,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
いら	動詞,自立,*,*,五段・ラ行,未然形,いる,イラ,イラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
辞め	動詞,自立,*,*,一段,連用形,辞める,ヤメ,ヤメ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
奴	名詞,代名詞,一般,*,*,*,奴,ヤツ,ヤツ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
おん	動詞,自立,*,*,五段・ラ行撥音便,基本形,おる,オン,オン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まじ	感動詞,*,*,*,*,*,まじ,マジ,マジ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
逃げれ	動詞,自立,*,*,一段・可能,未然形,逃げれる,ニゲレ,ニゲレ,i
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
しつこ	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,しつこい,シツコ,シツコ,i
すぎ	動詞,自立,*,*,一段,連用形,すぎる,スギ,スギ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
でー	助詞,終助詞,*,*,*,*,で,デー,デー,s
、	記号,読点,*,*,*,*,、,、,、,s
そのー	フィラー,*,*,*,*,*,そのー,ソノー,ソノー,s
、	記号,読点,*,*,*,*,、,、,、,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
最初	名詞,副詞可能,*,*,*,*,最初,サイショ,サイショ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
柔道	名詞,一般,*,*,*,*,柔道,ジュウドウ,ジュードー,s
部	名詞,接尾,助数詞,*,*,*,部,ブ,ブ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
はいれ	動詞,自立,*,*,五段・ラ行,命令ｅ,はいる,ハイレ,ハイレ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,自立,*,*,一段,連用形,くれる,クレ,クレ,s
ちょる	動詞,非自立,*,*,五段・ラ行,基本形,て＋おる,チョル,チョル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	副詞,一般,*,*,*,*,あー,アー,アー,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
書く	動詞,自立,*,*,五段・カ行イ音便,基本形,書く,カク,カク,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
入る	動詞,自立,*,*,五段・ラ行,基本形,入る,ハイル,ハイル,s
意志	名詞,一般,*,*,*,*,意志,イシ,イシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
無い	助動詞,*,*,*,形容詞・イ段,基本形,無い,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
く	動詞,非自立,*,*,五段・カ行促音便,基本形・縮約形,いく,ク,ク,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
連絡	名詞,サ変接続,*,*,*,*,連絡,レンラク,レンラク,i
先	名詞,接尾,一般,*,*,*,先,サキ,サキ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
いつ	名詞,代名詞,一般,*,*,*,いつ,イツ,イツ,s
いつ	名詞,代名詞,一般,*,*,*,いつ,イツ,イツ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
また	副詞,助詞類接続,*,*,*,*,また,マタ,マタ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,自立,*,*,一段,連用形,くれる,クレ,クレ,s
ちょる	動詞,非自立,*,*,五段・ラ行,基本形,て＋おる,チョル,チョル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
また	接続詞,*,*,*,*,*,また,マタ,マタ,s
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
勧誘	名詞,サ変接続,*,*,*,*,勧誘,カンユウ,カンユー,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
こ	動詞,非自立,*,*,カ変・クル,未然形,くる,コ,コ,s
ら	動詞,非自立,*,*,五段・ラ行,未然形・縮約形,やる,ラ,ラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,s
、	記号,読点,*,*,*,*,、,、,、,s
そのー	フィラー,*,*,*,*,*,そのー,ソノー,ソノー,s
学部	名詞,一般,*,*,*,*,学部,ガクブ,ガクブ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
学科	名詞,一般,*,*,*,*,学科,ガッカ,ガッカ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
わかっ	動詞,自立,*,*,五段・ラ行,連用タ接続,わかる,ワカッ,ワカッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
時間割	名詞,一般,*,*,*,*,時間割,ジカンワリ,ジカンワリ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
なら	助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
授業	名詞,サ変接続,*,*,*,*,授業,ジュギョウ,ジュギョー,s
始まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,始まる,ハジマッ,ハジマッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
授業	名詞,サ変接続,*,*,*,*,授業,ジュギョウ,ジュギョー,s
始まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,始まる,ハジマッ,ハジマッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
教室	名詞,一般,*,*,*,*,教室,キョウシツ,キョーシツ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
皆	名詞,代名詞,一般,*,*,*,皆,ミナ,ミナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
授業	名詞,サ変接続,*,*,*,*,授業,ジュギョウ,ジュギョー,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
なら	助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ,s
授業	名詞,サ変接続,*,*,*,*,授業,ジュギョウ,ジュギョー,s
受ける	動詞,自立,*,*,一段,基本形,受ける,ウケル,ウケル,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
々	記号,一般,*,*,*,*,々,々,々,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
つっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ツッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
EOS
無い	助動詞,*,*,*,形容詞・イ段,基本形,無い,ナイ,ナイ,i
で	助詞,終助詞,*,*,*,*,で,デ,デ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
無い	助動詞,*,*,*,形容詞・イ段,基本形,無い,ナイ,ナイ,i
で	助詞,終助詞,*,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
でき	動詞,自立,*,*,一段,未然形,できる,デキ,デキ,s
ひん	助動詞,*,*,*,特殊・ナイ,基本形・母音調和,へん,ヒン,ヒン,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
田中	名詞,固有名詞,人名,姓,*,*,田中,タナカ,タナカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
おら	動詞,自立,*,*,五段・ラ行,未然形,おる,オラ,オラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
訳	名詞,非自立,一般,*,*,*,訳,ワケ,ワケ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
