え	感動詞,*,*,*,*,*,え,エ,エ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
脳	名詞,一般,*,*,*,*,脳,ノウ,ノー,s
梗塞	名詞,サ変接続,*,*,*,*,梗塞,コウソク,コーソク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
次女	名詞,一般,*,*,*,*,次女,ジジョ,ジジョ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
女	名詞,接尾,助数詞,*,*,*,女,ジョ,ジョ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
次女	名詞,一般,*,*,*,*,次女,ジジョ,ジジョ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
女	名詞,接尾,助数詞,*,*,*,女,ジョ,ジョ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
、	記号,読点,*,*,*,*,、,、,、,s
兄弟	名詞,一般,*,*,*,*,兄弟,キョウダイ,キョーダイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
兄	名詞,一般,*,*,*,*,兄,アニ,アニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
六	名詞,数,*,*,*,*,六,ロク,ロク,i
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,i
兄弟	名詞,一般,*,*,*,*,兄弟,キョウダイ,キョーダイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
っ	助詞,格助詞・縮約形,連語,*,*,*,って,ッ,ッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
育て	動詞,自立,*,*,一段,連用形,育てる,ソダテ,ソダテ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
時に	副詞,一般,*,*,*,*,時に,トキニ,トキニ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
次女	名詞,一般,*,*,*,*,次女,ジジョ,ジジョ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
姉	名詞,一般,*,*,*,*,姉,ネエ,ネー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
姉	名詞,一般,*,*,*,*,姉,ネエ,ネー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
婿	名詞,一般,*,*,*,*,婿,ムコ,ムコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
脳	名詞,一般,*,*,*,*,脳,ノウ,ノー,s
梗塞	名詞,サ変接続,*,*,*,*,梗塞,コウソク,コーソク,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
麻痺	名詞,サ変接続,*,*,*,*,麻痺,マヒ,マヒ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
しも	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続,しまう,シモ,シモ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
次女	名詞,一般,*,*,*,*,次女,ジジョ,ジジョ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
みる	動詞,自立,*,*,一段,基本形,みる,ミル,ミル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
当たり前	名詞,形容動詞語幹,*,*,*,*,当たり前,アタリマエ,アタリマエ,s
でしょ	助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
引き取る	動詞,自立,*,*,五段・ラ行,基本形,引き取る,ヒキトル,ヒキトル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
、	記号,読点,*,*,*,*,、,、,、,s
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
生き	動詞,自立,*,*,一段,未然形,生きる,イキ,イキ,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,非自立,副詞可能,*,*,*,うち,ウチ,ウチ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
亡くなっ	動詞,自立,*,*,五段・ラ行,連用タ接続,亡くなる,ナクナッ,ナクナッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それも	接続詞,*,*,*,*,*,それも,ソレモ,ソレモ,i
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
でしょ	助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
九	名詞,数,*,*,*,*,九,キュウ,キュー,i
、	記号,読点,*,*,*,*,、,、,、,i
九	名詞,数,*,*,*,*,九,キュウ,キュー,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ひいじいちゃん	名詞,一般,*,*,*,*,ひいじいちゃん,ヒイジイチャン,ヒージーチャン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
亡くなっ	動詞,自立,*,*,五段・ラ行,連用タ接続,亡くなる,ナクナッ,ナクナッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
、	記号,読点,*,*,*,*,、,、,、,i
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,i
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
二	名詞,数,*,*,*,*,二,ニ,ニ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
三	名詞,数,*,*,*,*,三,サン,サン,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
ひいばあちゃん	名詞,一般,*,*,*,*,ひいばあちゃん,ヒイバーチャン,ヒーバーチャン,i
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,i
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
違い	名詞,ナイ形容詞語幹,*,*,*,*,違い,チガイ,チガイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
、	記号,読点,*,*,*,*,、,、,、,s
大体	副詞,一般,*,*,*,*,大体,ダイタイ,ダイタイ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
違い	名詞,ナイ形容詞語幹,*,*,*,*,違い,チガイ,チガイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
まだまだ	副詞,助詞類接続,*,*,*,*,まだまだ,マダマダ,マダマダ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んじゃ	接続詞,*,*,*,*,*,んじゃ,ンジャ,ンジャ,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,s
しゃべっ	動詞,自立,*,*,五段・ラ行,連用タ接続,しゃべる,シャベッ,シャベッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
苦労	名詞,サ変接続,*,*,*,*,苦労,クロウ,クロー,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
特に	副詞,一般,*,*,*,*,特に,トクニ,トクニ,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,i
ってか	接続詞,*,*,*,*,*,ってか,ッテカ,ッテカ,i
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,i
、	記号,読点,*,*,*,*,、,、,、,i
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
、	記号,読点,*,*,*,*,、,、,、,i
簿記	名詞,一般,*,*,*,*,簿記,ボキ,ボキ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
苦労	名詞,サ変接続,*,*,*,*,苦労,クロウ,クロー,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いや	接続詞,*,*,*,*,*,いや,イヤ,イヤ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
