まず	副詞,一般,*,*,*,*,まず,マズ,マズ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
こんだけ	副詞,一般・縮約形,*,*,*,*,これだけ,コンダケ,コンダケ,i
喋れ	動詞,自立,*,*,一段,連用形,喋れる,シャベレ,シャベレ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,i
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
困ら	動詞,自立,*,*,五段・ラ行,未然形,困る,コマラ,コマラ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ,s
個人	名詞,一般,*,*,*,*,個人,コジン,コジン,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えー	感動詞,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
中国人	名詞,一般,*,*,*,*,中国人,チュウゴクジン,チューゴクジン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
全く	副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
思いやり	名詞,一般,*,*,*,*,思いやり,オモイヤリ,オモイヤリ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
彼氏	名詞,一般,*,*,*,*,彼氏,カレシ,カレシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
すごく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,すごい,スゴク,スゴク,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
配っ	動詞,自立,*,*,五段・ラ行,連用タ接続,配る,クバッ,クバッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
中国人	名詞,一般,*,*,*,*,中国人,チュウゴクジン,チューゴクジン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
悪い	形容詞,自立,*,*,形容詞・アウオ段,基本形,悪い,ワルイ,ワルイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
彼氏	名詞,一般,*,*,*,*,彼氏,カレシ,カレシ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
冷たい	形容詞,自立,*,*,形容詞・アウオ段,基本形,冷たい,ツメタイ,ツメタイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
強め	動詞,自立,*,*,一段,連用形,強める,ツヨメ,ツヨメ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
強め	動詞,自立,*,*,一段,連用形,強める,ツヨメ,ツヨメ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
それぞれ	名詞,副詞可能,*,*,*,*,それぞれ,ソレゾレ,ソレゾレ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
それぞれ	名詞,副詞可能,*,*,*,*,それぞれ,ソレゾレ,ソレゾレ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
確かに	感動詞,*,*,*,*,*,確かに,タシカニ,タシカニ,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
全体	名詞,副詞可能,*,*,*,*,全体,ゼンタイ,ゼンタイ,i
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,i
控えめ	名詞,形容動詞語幹,*,*,*,*,控えめ,ヒカエメ,ヒカエメ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
一歩	名詞,副詞可能,*,*,*,*,一歩,イッポ,イッポ,i
後ろ	名詞,一般,*,*,*,*,後ろ,ウシロ,ウシロ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
立っ	動詞,自立,*,*,五段・タ行,連用タ接続,立つ,タッ,タッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
彼氏	名詞,一般,*,*,*,*,彼氏,カレシ,カレシ,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
たしかに	副詞,一般,*,*,*,*,たしかに,タシカニ,タシカニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
二	名詞,数,*,*,*,*,二,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,i
ぜんぜん	副詞,一般,*,*,*,*,ぜんぜん,ゼンゼン,ゼンゼン,i
結婚	名詞,サ変接続,*,*,*,*,結婚,ケッコン,ケッコン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
まだまだ	副詞,助詞類接続,*,*,*,*,まだまだ,マダマダ,マダマダ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
歳	名詞,一般,*,*,*,*,歳,トシ,トシ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
恋愛	名詞,サ変接続,*,*,*,*,恋愛,レンアイ,レンアイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
、	記号,読点,*,*,*,*,、,、,、,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
っと	助詞,格助詞,引用,*,*,*,っと,ット,ット,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
聞こ	動詞,自立,*,*,五段・カ行イ音便,未然ウ接続,聞く,キコ,キコ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
神戸	名詞,固有名詞,地域,一般,*,*,神戸,コウベ,コーベ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
通っ	動詞,自立,*,*,五段・ラ行,連用タ接続,通る,トオッ,トーッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
梅田	名詞,固有名詞,地域,一般,*,*,梅田,ウメダ,ウメダ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
梅田	名詞,固有名詞,地域,一般,*,*,梅田,ウメダ,ウメダ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,s
月	名詞,一般,*,*,*,*,月,ツキ,ツキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
度	名詞,接尾,助数詞,*,*,*,度,ド,ド,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
頻繁	名詞,一般,*,*,*,*,頻繁,ヒンパン,ヒンパン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
三田	名詞,固有名詞,地域,一般,*,*,三田,ミタ,ミタ,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
団体	名詞,一般,*,*,*,*,団体,ダンタイ,ダンタイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
留学生	名詞,一般,*,*,*,*,留学生,リュウガクセイ,リューガクセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
実際	名詞,一般,*,*,*,*,実際,ジッサイ,ジッサイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
三田	名詞,固有名詞,人名,姓,*,*,三田,ミタ,ミタ,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
支部	名詞,一般,*,*,*,*,支部,シブ,シブ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
リーダー	名詞,一般,*,*,*,*,リーダー,リーダー,リーダー,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
石田	名詞,固有名詞,人名,姓,*,*,石田,イシダ,イシダ,s
りゅうせい	名詞,固有名詞,人名,名,*,*,りゅうせい,リュウセイ,リュウセイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
りゅうせい	名詞,固有名詞,人名,名,*,*,りゅうせい,リュウセイ,リュウセイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
。	記号,句点,*,*,*,*,。,。,。,i
