つ	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ツ,ツ
わび入う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,わび入る,ワビイウ,ワビイー
けう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ける,ケウ,ケー
商う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,商う,アキノウ,アキノー
付き合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,付き合う,ツキオウ,ツキオー
掘う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,掘る,ホウ,ホー
怖気立う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,怖気立つ,オジケドウ,オジケドー
擦れ合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,擦れ合う,スレオウ,スレオー
やとう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,やとう,ヤトウ,ヤトー
蹴破う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,蹴破る,ケヤブウ,ケヤブー
せりおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,せりあう,セリオウ,セリオー
固もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,固まる,カタモウ,カタモー
よとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,よたる,ヨトウ,ヨトー
付入う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,付入る,ツケイウ,ツケイー
啀み合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,啀み合う,イガミオウ,イガミオー
押し黙う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,押し黙る,オシダモウ,オシダモー
かかおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,かかわる,カカオウ,カカオー
見合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,見合う,ミオウ,ミオー
奮いとう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,奮いたつ,フルイトウ,フルイトー
よりかこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,よりかかる,ヨリカコウ,ヨリカコー
取り計ろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,取り計らう,トリハカロウ,トリハカロー
成う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,成る,ノウ,ノー
煙たごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,煙たがる,ケムタゴウ,ケムタゴー
借り切う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,借り切る,カリキウ,カリキー
とりしきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,とりしきる,トリシキウ,トリシキー
曲がりくねう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,曲がりくねる,マガリクネウ,マガリクネー
奥もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,奥まる,オクモウ,オクモー
はやりとう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,はやりたつ,ハヤリトウ,ハヤリトー
染み渡う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,染み渡る,シミワトウ,シミワトー
綯う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,綯う,ノウ,ノー
かくしきぼう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,かくしきばる,カクシキボウ,カクシキボー
押し詰もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,押し詰まる,オシツモウ,オシツモー
ぬぐいしょう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ぬぐいさる,ヌグイシヨウ,ヌグイシヨー
まごう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,まごう,マゴウ,マゴー
承う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,承る,ウケタマオウ,ウケタマオー
どう	動詞,非自立,*,*,五段・ラ行ウ音便,連用タ接続,どる,ドウ,ドー
吹き払う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,吹き払う,フキハロウ,フキハロー
立ち至う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,立ち至る,タチイトウ,タチイトー
折れ合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,折れ合う,オレオウ,オレオー
誘う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,誘う,サソウ,サソー
誘う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,誘う,イザノウ,イザノー
あらたもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,あらたまる,アラタモウ,アラタモー
あそびまおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,あそびまわる,アソビマオウ,アソビマオー
きおいとう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,きおいたつ,キオイトウ,キオイトー
たもう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,たまう,タモウ,タモー
死に損のう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,死に損なう,シニソコノウ,シニソコノー
でしゃぼう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,でしゃばる,デシャボウ,デシャボー
咲き匂う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,咲き匂う,サキニオウ,サキニオー
おそおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,おそわる,オソオウ,オソオー
濯う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,濯う,アロウ,アロー
泊もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,泊まる,トモウ,トモー
出っぱう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,出っぱる,デウパウ,デウパー
召しあごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,召しあがる,メシアゴウ,メシアゴー
もちよう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,もちよる,モチヨウ,モチヨー
立向こう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,立向かう,タチムコウ,タチムコー
培う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,培う,ツチコウ,ツチコー
降り掛こう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,降り掛かる,フリカコウ,フリカコー
おもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,おもる,オモウ,オモー
ほうむう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ほうむる,ホウムウ,ホームー
揃う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,揃う,ソロウ,ソロー
ゆるもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ゆるまる,ユルモウ,ユルモー
のぼう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,のぼる,ノボウ,ノボー
うれのこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,うれのこる,ウレノコウ,ウレノコー
酔っ払う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,酔っ払う,ヨウパロウ,ヨウパロー
たちまじう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,たちまじる,タチマジウ,タチマジー
けむたごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,けむたがる,ケムタゴウ,ケムタゴー
凝固もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,凝固まる,コリカタモウ,コリカタモー
すりあごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,すりあがる,スリアゴウ,スリアゴー
引下ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,引下がる,ヒキサゴウ,ヒキサゴー
綾取う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,綾取る,アヤドウ,アヤドー
迂う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,迂る,マゴウ,マゴー
すき通う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,すき通る,スキトオウ,スキトーー
支払う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,支払う,シハロウ,シハロー
気に入う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,気に入る,キニイウ,キニイー
ばう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ばる,ボウ,ボー
おもてどう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,おもてだつ,オモテドウ,オモテドー
せおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,せおう,セオウ,セオー
はりきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,はりきる,ハリキウ,ハリキー
連立う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続ウ音便,連立つ,ツレドウ,ツレドー
執り行う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,執り行う,トリオコノウ,トリオコノー
走り去う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,走り去る,ハシリシヨウ,ハシリシヨー
やり合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,やり合う,ヤリオウ,ヤリオー
見守う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,見守る,ミマモウ,ミマモー
ほう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ほる,ホウ,ホー
障う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,障る,サオウ,サオー
笑う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,笑う,ワロウ,ワロー
差しかこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,差しかかる,サシカコウ,サシカコー
そそう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,そそる,ソソウ,ソソー
殺う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,殺る,ヤウ,ヤー
捩じ切う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,捩じ切る,ネジキウ,ネジキー
先ばしう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,先ばしる,サキバシウ,サキバシー
当とう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,当たる,アトウ,アトー
浮足立う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,浮足立つ,ウキアシドウ,ウキアシドー
死そこのう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,死そこなう,シニソコノウ,シニソコノー
寄り合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,寄り合う,ヨリオウ,ヨリオー
列のう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,列なる,ツラノウ,ツラノー
くたぼう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,くたばる,クタボウ,クタボー
加おう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,加わる,クワオウ,クワオー
釣う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,釣る,ツウ,ツー
取計ろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,取計らう,トリハカロウ,トリハカロー
言い終おう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,言い終わる,イイオオウ,イーオオー
読み取う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,読み取る,ヨミトウ,ヨミトー
立う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,立つ,トウ,トー
おっしゃう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,おっしゃる,オウシャウ,オウシャー
弱う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,弱る,ヨオウ,ヨオー
写し取う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,写し取る,ウツシトウ,ウツシトー
サボう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,サボる,サボウ,サボー
張合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,張合う,ハリオウ,ハリオー
掻い潜う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,掻い潜る,カイクグウ,カイクグー
差し迫う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,差し迫る,サシセモウ,サシセモー
撲う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,撲る,ナグウ,ナグー
擲う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,擲つ,ナゲウウ,ナゲウー
割り振う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,割り振る,ワリフウ,ワリフー
鳴りわとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,鳴りわたる,ナリワトウ,ナリワトー
いざのう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いざなう,イザノウ,イザノー
あけのこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,あけのこる,アケノコウ,アケノコー
ぶん殴う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ぶん殴る,ブンナグウ,ブンナグー
まにおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,まにあう,マニオウ,マニオー
下ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,下がる,サゴウ,サゴー
ぶった斬う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ぶった斬る,ブウタギウ,ブウタギー
鳴き頻う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,鳴き頻る,ナキシキウ,ナキシキー
たどう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,たどる,タドウ,タドー
時代掛う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,時代掛る,ジダイガコウ,ジダイガコー
頭立う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,頭立つ,カシラドウ,カシラドー
もの問う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,もの問う,モノトウ,モノトー
貯もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,貯まる,タモウ,タモー
格式張う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,格式張る,カクシキボウ,カクシキボー
いおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いわう,イオウ,イオー
攻寄う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,攻寄る,セメヨウ,セメヨー
贈う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,贈る,オクウ,オクー
上回う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,上回る,ウワマオウ,ウワマオー
起こう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,起こる,オコウ,オコー
たけう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,たける,タケウ,タケー
隔とう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,隔たる,ヘダトウ,ヘダトー
ちぬう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ちぬる,チヌウ,チヌー
絡み合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,絡み合う,カラミオウ,カラミオー
差かこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,差かかる,サシカコウ,サシカコー
ねしずもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ねしずまる,ネシズモウ,ネシズモー
打ちきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,打ちきる,ウチキウ,ウチキー
とりあつこう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,とりあつかう,トリアツコウ,トリアツコー
突っ張う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,突っ張る,ツウパウ,ツウパー
差し掛う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,差し掛る,サシカコウ,サシカコー
せめおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,せめあう,セメオウ,セメオー
込入う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,込入る,コミイウ,コミイー
広もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,広まる,ヒロモウ,ヒロモー
引きちぎう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,引きちぎる,ヒキチギウ,ヒキチギー
ふっきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ふっきる,フウキウ,フウキー
そうけどう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,そうけだつ,ソウケドウ,ソーケドー
あやこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,あやかる,アヤコウ,アヤコー
ふりきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ふりきる,フリキウ,フリキー
せめよう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,せめよる,セメヨウ,セメヨー
のっとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,のっとる,ノウトウ,ノウトー
