あつこわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あつかう,アツコワ,アツコワ
取払わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,取払う,トリハロワ,トリハロワ
行きかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行きかかる,ユキカコワ,ユキカコワ
行きかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行きかかる,イキカコワ,イキカコワ
覆わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,覆う,オオワ,オオワ
役に立わ	動詞,自立,*,*,五段・タ行,未然形,役に立つ,ヤクニトワ,ヤクニトワ
湿わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,湿る,シメワ,シメワ
先立わ	動詞,自立,*,*,五段・タ行,未然形,先立つ,サキドワ,サキドワ
分かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,分かる,ワコワ,ワコワ
股がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,股がる,マタゴワ,マタゴワ
褒めちぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,褒めちぎる,ホメチギワ,ホメチギワ
取り払わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,取り払う,トリハロワ,トリハロワ
上廻わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,上廻る,ウワマヲワ,ウワマヲワ
打勝わ	動詞,自立,*,*,五段・タ行,未然形,打勝つ,ウチコワ,ウチコワ
寄りかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,寄りかかる,ヨリカコワ,ヨリカコワ
掛け合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,掛け合う,カケオワ,カケオワ
穫わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,穫る,コワ,コワ
あふわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あふる,アフワ,アフワ
ムキになわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ムキになる,ムキニノワ,ムキニノワ
食入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,食入る,クイイワ,クイイワ
よみきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,よみきる,ヨミキワ,ヨミキワ
名乗わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,名乗る,ナノワ,ナノワ
過ぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,過ぎる,ヨギワ,ヨギワ
入り替わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,入り替る,イリカヲワ,イリカヲワ
荒し回わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,荒し回る,アラシマヲワ,アラシマヲワ
ちかよわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ちかよる,チカヨワ,チカヨワ
拘わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,拘る,カカヲワ,カカヲワ
揺わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,揺る,ユワ,ユワ
かき曇わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かき曇る,カキクモワ,カキクモワ
ひかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひかる,ヒコワ,ヒコワ
ふり合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ふり合う,フリオワ,フリオワ
みわ	動詞,自立,*,*,五段・タ行,未然形,みつ,ミワ,ミワ
張切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,張切る,ハリキワ,ハリキワ
渋わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,渋る,シブワ,シブワ
毳立わ	動詞,自立,*,*,五段・タ行,未然形,毳立つ,ケバドワ,ケバドワ
よぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,よぎる,ヨギワ,ヨギワ
黙りこくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,黙りこくる,ダマリコクワ,ダマリコクワ
ぶらさがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぶらさがる,ブラサゴワ,ブラサゴワ
すくわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,すくう,スクワ,スクワ
取り掛わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,取り掛る,トリカコワ,トリカコワ
すりへわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すりへる,スリヘワ,スリヘワ
装わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,装う,ヨソオワ,ヨソオワ
装わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,装う,ヨソワ,ヨソワ
おもいあまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おもいあまる,オモイアモワ,オモイアモワ
もやわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,もやう,モヤワ,モヤワ
入り切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,入り切る,ハイリキワ,ハイリキワ
陰わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,陰る,カゲワ,カゲワ
取かかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,取かかる,トリカコワ,トリカコワ
劣わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,劣る,オトワ,オトワ
違わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,違う,チゴワ,チゴワ
ムシわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ムシる,ムシワ,ムシワ
すわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,する,スワ,スワ
言い切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,言い切る,イイキワ,イーキワ
参わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,参る,マイワ,マイワ
かみしずまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かみしずまる,カミシズモワ,カミシズモワ
すわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すわる,スヲワ,スヲワ
おぢゃわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おぢゃる,オヂャワ,オジャワ
みそこなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,みそこなう,ミソコノワ,ミソコノワ
截わ	動詞,自立,*,*,五段・タ行,未然形,截つ,トワ,トワ
差繰わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,差繰る,サシクワ,サシクワ
あまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あまる,アモワ,アモワ
なわ	動詞,非自立,*,*,五段・ラ行ウ音便,未然形,なる,ノワ,ノワ
下り立わ	動詞,自立,*,*,五段・タ行,未然形,下り立つ,オリトワ,オリトワ
いれちがわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,いれちがう,イレチゴワ,イレチゴワ
摺わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,摺る,スワ,スワ
見送わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,見送る,ミオクワ,ミオクワ
尖わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,尖る,トゴワ,トゴワ
おとなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,おとなう,オトノワ,オトノワ
でっぱわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,でっぱる,デウパワ,デウパワ
いけどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いけどる,イケドワ,イケドワ
昇わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,昇る,ノボワ,ノボワ
たたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たたる,タトワ,タトワ
かじわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かじる,カジワ,カジワ
読みとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,読みとる,ヨミトワ,ヨミトワ
発わ	動詞,自立,*,*,五段・タ行,未然形,発つ,トワ,トワ
熬わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,熬る,イワ,イワ
うしなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,うしなう,ウシノワ,ウシノワ
もらわ	動詞,非自立,*,*,五段・ワ行ウ音便,未然形,もらう,モロワ,モロワ
恥じ入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,恥じ入る,ハジイワ,ハジイワ
ふかまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ふかまる,フカモワ,フカモワ
聞きかじわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,聞きかじる,キキカジワ,キキカジワ
咲き残わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,咲き残る,サキノコワ,サキノコワ
引っ括わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,引っ括る,ヒウククワ,ヒウククワ
温まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,温まる,アタタモワ,アタタモワ
温まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,温まる,ヌクモワ,ヌクモワ
掻きむしわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,掻きむしる,カキムシワ,カキムシワ
こんがらかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,こんがらかる,コンガラコワ,コンガラコワ
まかりまちがわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,まかりまちがう,マカリマチゴワ,マカリマチゴワ
舞わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,舞う,モワ,モワ
分わ	動詞,自立,*,*,五段・タ行,未然形,分つ,ワコワ,ワコワ
行詰わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行詰る,イキヅモワ,イキズモワ
行詰わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行詰る,ユキヅモワ,ユキズモワ
丸まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,丸まる,マルモワ,マルモワ
請合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,請合う,ウケオワ,ウケオワ
扱き使わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,扱き使う,コキツコワ,コキツコワ
入浸わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,入浸る,イリビトワ,イリビトワ
覚わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,覚る,サトワ,サトワ
ぬわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぬる,ヌワ,ヌワ
おしつまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おしつまる,オシツモワ,オシツモワ
ガンバわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ガンバる,ガンボワ,ガンボワ
おどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おどる,オドワ,オドワ
向わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,向う,ムコワ,ムコワ
くばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くばる,クボワ,クボワ
聞きそこなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,聞きそこなう,キキソコノワ,キキソコノワ
貪わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,貪る,ムサボワ,ムサボワ
併せ持わ	動詞,自立,*,*,五段・タ行,未然形,併せ持つ,アワセモワ,アワセモワ
ぱくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぱくる,パクワ,パクワ
たぐわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,たぐう,タグワ,タグワ
構わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,構う,カモワ,カモワ
終わわ	動詞,非自立,*,*,五段・ラ行ウ音便,未然形,終わる,オヲワ,オヲワ
諾わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,諾う,ウベノワ,ウベノワ
祝わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,祝う,イヲワ,イヲワ
ああなわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ああなる,アアノワ,アーノワ
仕切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,仕切る,シキワ,シキワ
宣わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,宣う,ノタモワ,ノタモワ
置きかわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,置きかわる,オキカヲワ,オキカヲワ
代わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,代わる,カヲワ,カヲワ
すなどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すなどる,スナドワ,スナドワ
労わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,労う,ネギロワ,ネギロワ
泡立わ	動詞,自立,*,*,五段・タ行,未然形,泡立つ,アワドワ,アワドワ
揮わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,揮う,フルワ,フルワ
怒わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,怒る,オコワ,オコワ
怒わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,怒る,イコワ,イコワ
逃げ惑わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,逃げ惑う,ニゲマドワ,ニゲマドワ
だぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,だぶる,ダブワ,ダブワ
ものがたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ものがたる,モノガトワ,モノガトワ
与太わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,与太る,ヨトワ,ヨトワ
隣わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,隣る,トノワ,トノワ
かみあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かみあう,カミオワ,カミオワ
駆わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,駆る,コワ,コワ
歌いまくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,歌いまくる,ウタイマクワ,ウタイマクワ
積み重なわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,積み重なる,ツミカサノワ,ツミカサノワ
うちはらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,うちはらう,ウチハロワ,ウチハロワ
食い切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,食い切る,クイキワ,クイキワ
気取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,気取る,キドワ,キドワ
気取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,気取る,ケドワ,ケドワ
生茂わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,生茂る,オイシゲワ,オイシゲワ
閉じこもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,閉じこもる,トジコモワ,トジコモワ
うばわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,うばう,ウボワ,ウボワ
気ばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,気ばる,キボワ,キボワ
まとわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,まとう,マトワ,マトワ
ちわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ちる,チワ,チワ
なりかわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,なりかわる,ナリカヲワ,ナリカヲワ
偏わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,偏る,カタヨワ,カタヨワ
振わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,振る,フワ,フワ
相手取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,相手取る,アイテドワ,アイテドワ
梱わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,梱る,コウワ,コーワ
梱わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,梱る,コワ,コワ
こぞわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,こぞる,コゾワ,コゾワ
仕うまつわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,仕うまつる,ツカウマツワ,ツカウマツワ
向き合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,向き合う,ムキオワ,ムキオワ
成り代わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,成り代る,ナリカヲワ,ナリカヲワ
ちぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ちぎる,チギワ,チギワ
宣わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,宣る,ノワ,ノワ
甲ばしわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,甲ばしる,カンバシワ,カンバシワ
通ぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,通ぶる,ツウブワ,ツーブワ
いらだわ	動詞,自立,*,*,五段・タ行,未然形,いらだつ,イラドワ,イラドワ
窄まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,窄まる,スボモワ,スボモワ
窄まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,窄まる,ツボモワ,ツボモワ
言募わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,言募る,イイツノワ,イーツノワ
いすくまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いすくまる,イスクモワ,イスクモワ
威ばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,威ばる,イボワ,イボワ
抱取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,抱取る,ダキトワ,ダキトワ
ほねおわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ほねおる,ホネオワ,ホネオワ
有余わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,有余る,アリアモワ,アリアモワ
じぶくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,じぶくる,ジブクワ,ジブクワ
沸あがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,沸あがる,ワキアゴワ,ワキアゴワ
荷なわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,荷なう,ニノワ,ニノワ
感じ入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,感じ入る,カンジイワ,カンジイワ
こまりきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,こまりきる,コマリキワ,コマリキワ
だましとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,だましとる,ダマシトワ,ダマシトワ
酔わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,酔う,ヨワ,ヨワ
感じとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,感じとる,カンジトワ,カンジトワ
ではらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ではらう,デハロワ,デハロワ
叢わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,叢る,ムラゴワ,ムラゴワ
取りはからわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,取りはからう,トリハカロワ,トリハカロワ
深まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,深まる,フカモワ,フカモワ
ねぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ねぶる,ネブワ,ネブワ
まつわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,まつる,マツワ,マツワ
取り締わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,取り締る,トリシモワ,トリシモワ
