悠介	名詞,固有名詞,人名,名,*,*,悠介,ユウスケ,ユースケ
ブッダ	名詞,固有名詞,一般,*,*,*,ブッダ,ブッダ,ブッダ
ボロカス	名詞,固有名詞,一般,*,*,*,ボロカス,ボロカス,ボロカス
クエン	名詞,固有名詞,一般,*,*,*,クエン,クエン,クエン
ムチャブリ	名詞,一般,*,*,*,*,ムチャブリ,ムチャブリ,ムチャブリ
ライフセーバー	名詞,一般,*,*,*,*,ライフセーバー,ライフセーバー,ライフセーバー
スタン	名詞,固有名詞,人名,名,*,*,スタン,スタン,スタン
スタンスタン	名詞,固有名詞,人名,名,*,*,スタンスタン,スタンスタン,スタンスタン
スタンリー	名詞,固有名詞,人名,名,*,*,スタンリー,スタンリー,スタンリー
ホーキーポーキー	名詞,固有名詞,一般,*,*,*,ホーキーポーキー,ホーキーポーキー,ホーキーポーキー
XS	名詞,一般,*,*,*,*,XS,XS,XS
ジョイントマネ	名詞,固有名詞,一般,*,*,*,ジョイントマネ,ジョイントマネ,ジョイントマネ
ブレーカー	名詞,一般,*,*,*,*,ブレーカー,ブレーカー,ブレーカー
ブレーカープラス	名詞,固有名詞,一般,*,*,*,ブレーカープラス,ブレーカープラス,ブレーカープラス
バチルカ	名詞,固有名詞,一般,*,*,*,バチルカ,バチルカ,バチルカ
マキシマムズ	名詞,固有名詞,一般,*,*,*,マキシマムズ,マキシマムズ,マキシマムズ
ひらがな	名詞,一般,*,*,*,*,ひらがな,ヒラガナ,ヒラガナ
コモンズ	名詞,固有名詞,一般,*,*,*,コモンズ,コモンズ,コモンズ
ー	名詞,一般,*,*,*,*,ー,ー,ー
オウ	名詞,固有名詞,人名,名,*,*,オウ,オウ,オウ
なながさ	名詞,固有名詞,一般,*,*,*,なながさ,ナナガサ,ナナガサ
めんたい	名詞,一般,*,*,*,*,めんたい,メンタイ,メンタイ
めんべい	名詞,一般,*,*,*,*,めんべい,メンベイ,メンベイ
ワンオクロック	名詞,固有名詞,一般,*,*,*,ワンオクロック,ワンオクロック,ワンオクロック
オーパ	名詞,一般,*,*,*,*,オーパ,オーパ,オーパ
ザ	名詞,固有名詞,一般,*,*,*,ザ,ザ,ザ
ザ・	名詞,固有名詞,一般,*,*,*,ザ・,ザ・,ザ・
ししゅ	名詞,一般,*,*,*,*,ししゅ,シシュ,シシュ
ダニエルゼミ	名詞,固有名詞,一般,*,*,*,ダニエルゼミ,ダニエルゼミ,ダニエルゼミ
iTunes	名詞,固有名詞,一般,*,*,*,iTunes,iTunes,iTunes
シビルウォー	名詞,固有名詞,一般,*,*,*,シビルウォー,シビルウォー,シビルウォー
アベンジャーズ	名詞,固有名詞,一般,*,*,*,アベンジャーズ,アベンジャーズ,アベンジャーズ
マイティ・ソー	名詞,固有名詞,一般,*,*,*,マイティ・ソー,マイティ・ソー,マイティ・ソー
ボンキュッボン	名詞,固有名詞,一般,*,*,*,ボンキュッボン,ボンキュッボン,ボンキュッボン
ほし	名詞,一般,*,*,*,*,ほし,ホシ,ホシ
ゆうこりん	名詞,固有名詞,一般,*,*,*,ゆうこりん,ユウコリン,ユウコリン
ヴェルディホール	名詞,固有名詞,一般,*,*,*,ヴェルディホール,ヴェルディホール,ヴェルディホール
アスティア	名詞,固有名詞,一般,*,*,*,アスティア,アスティア,アスティア
アスパル	名詞,固有名詞,一般,*,*,*,アスパル,アスパル,アスパル
ふだら	名詞,固有名詞,一般,*,*,*,ふだら,フダラ,フダラ
トヨ	名詞,固有名詞,人名,名,*,*,トヨ,トヨ,トヨ
うけつ	名詞,固有名詞,人名,名,*,*,うけつ,ウケツ,ウケツ
ギッチョンチョン	名詞,固有名詞,一般,*,*,*,ギッチョンチョン,ギッチョンチョン,ギッチョンチョン
ギッチョン	名詞,固有名詞,一般,*,*,*,ギッチョン,ギッチョン,ギッチョン
すみそ	名詞,固有名詞,一般,*,*,*,すみそ,スミソ,スミソ
ジェームスタン	名詞,固有名詞,一般,*,*,*,ジェームスタン,ジェームスタン,ジェームスタン
コロンボ	名詞,固有名詞,一般,*,*,*,コロンボ,コロンボ,コロンボ
ボロカス	名詞,一般,*,*,*,*,ボロカス,ボロカス,ボロカス
ピザーラ	名詞,固有名詞,一般,*,*,*,ピザーラ,ピザーラ,ピザーラ
すき家	名詞,固有名詞,組織,*,*,*,すき家,スキ家,スキ家
牛丼	名詞,一般,*,*,*,*,牛丼,牛丼,牛丼
モンスターハンターフロンティアオンライン	名詞,固有名詞,一般,*,*,*,モンスターハンターフロンティアオンライン,モンスターハンターフロンティアオンライン,モンスターハンターフロンティアオンライン
メタルギアソリッド	名詞,固有名詞,一般,*,*,*,メタルギアソリッド,メタルギアソリッド,メタルギアソリッド
MTR	名詞,一般,*,*,*,*,MTR,MTR,MTR
アンノウン	名詞,固有名詞,組織,*,*,*,アンノウン,アンノウン,アンノウン
ゴールデンボンバー	名詞,固有名詞,一般,*,*,*,ゴールデンボンバー,ゴールデンボンバー,ゴールデンボンバー
シンフォニック	名詞,固有名詞,一般,*,*,*,シンフォニック,シンフォニック,シンフォニック
アラパイ	名詞,固有名詞,人名,名,*,*,アラパイ,アラパイ,アラパイ
マリスト	名詞,固有名詞,一般,*,*,*,マリスト,マリスト,マリスト
ケバブ	名詞,一般,*,*,*,*,ケバブ,ケバブ,ケバブ
ベジマイト	名詞,一般,*,*,*,*,ベジマイト,ベジマイト,ベジマイト
AO	名詞,固有名詞,一般,*,*,*,AO,AO,AO
KSC	名詞,固有名詞,一般,*,*,*,KSC,KSC,KSC
サティー	名詞,固有名詞,組織,*,*,*,サティー,サティー,サティー
ポーアイ	名詞,固有名詞,一般,*,*,*,ポーアイ,ポーアイ,ポーアイ
フォーメーション	名詞,一般,*,*,*,*,フォーメーション,フォーメーション,フォーメーション
ファイブフォックス	名詞,固有名詞,組織,*,*,*,ファイブフォックス,ファイブフォックス,ファイブフォックス
ウエイター	名詞,一般,*,*,*,*,ウエイター,ウエイター,ウエイター
ラッシー	名詞,一般,*,*,*,*,ラッシー,ラッシー,ラッシー
ナン	名詞,一般,*,*,*,*,ナン,ナン,ナン
チキンナゲット	名詞,一般,*,*,*,*,チキンナゲット,チキンナゲット,チキンナゲット
バーガー	名詞,一般,*,*,*,*,バーガー,バーガー,バーガー
ファイターズ	名詞,固有名詞,一般,*,*,*,ファイターズ,ファイターズ,ファイターズ
アルタ	名詞,固有名詞,一般,*,*,*,アルタ,アルタ,アルタ
レクサス	名詞,固有名詞,一般,*,*,*,レクサス,レクサス,レクサス
バイリンガル	名詞,一般,*,*,*,*,バイリンガル,バイリンガル,バイリンガル
ラルク	名詞,固有名詞,一般,*,*,*,ラルク,ラルク,ラルク
テンパ	名詞,固有名詞,一般,*,*,*,テンパ,テンパ,テンパ
ペレット	名詞,固有名詞,一般,*,*,*,ペレット,ペレット,ペレット
キャットミュージックカレッジ	名詞,固有名詞,一般,*,*,*,キャットミュージックカレッジ,キャットミュージックカレッジ,キャットミュージックカレッジ
キャット	名詞,固有名詞,一般,*,*,*,キャット,キャット,キャット
オッチャン	名詞,固有名詞,一般,*,*,*,オッチャン,オッチャン,オッチャン
シンコペート	名詞,固有名詞,一般,*,*,*,シンコペート,シンコペート,シンコペート
ダーン	名詞,固有名詞,一般,*,*,*,ダーン,ダーン,ダーン
パンチラ	名詞,固有名詞,一般,*,*,*,パンチラ,パンチラ,パンチラ
スタ	名詞,一般,*,*,*,*,スタ,スタ,スタ
ヘビースモーカー	名詞,固有名詞,一般,*,*,*,ヘビースモーカー,ヘビースモーカー,ヘビースモーカー
ダイアトニックスケール	名詞,固有名詞,一般,*,*,*,ダイアトニックスケール,ダイアトニックスケール,ダイアトニックスケール
ダイアトニックコード	名詞,固有名詞,一般,*,*,*,ダイアトニックコード,ダイアトニックコード,ダイアトニックコード
ハーモニックマイナー	名詞,固有名詞,一般,*,*,*,ハーモニックマイナー,ハーモニックマイナー,ハーモニックマイナー
メジャースケールマイナースケール	名詞,固有名詞,一般,*,*,*,メジャースケールマイナースケール,メジャースケールマイナースケール,メジャースケールマイナースケール
トニックドミナント	名詞,固有名詞,一般,*,*,*,トニックドミナント,トニックドミナント,トニックドミナント
サブドミナント	名詞,固有名詞,一般,*,*,*,サブドミナント,サブドミナント,サブドミナント
ドミナント	名詞,固有名詞,一般,*,*,*,ドミナント,ドミナント,ドミナント
トミック	名詞,固有名詞,一般,*,*,*,トミック,トミック,トミック
トニック	名詞,固有名詞,一般,*,*,*,トニック,トニック,トニック
サークルオブフィフス	名詞,固有名詞,一般,*,*,*,サークルオブフィフス,サークルオブフィフス,サークルオブフィフス
五芒星	名詞,固有名詞,一般,*,*,*,五芒星,五芒星,五芒星
ファドソレラミシ	名詞,固有名詞,一般,*,*,*,ファドソレラミシ,ファドソレラミシ,ファドソレラミシ
シミラレソドファ	名詞,固有名詞,一般,*,*,*,シミラレソドファ,シミラレソドファ,シミラレソドファ
ラドソレ	名詞,固有名詞,一般,*,*,*,ラドソレ,ラドソレ,ラドソレ
ラミシ	名詞,固有名詞,一般,*,*,*,ラミシ,ラミシ,ラミシ
ドレミ	名詞,固有名詞,一般,*,*,*,ドレミ,ドレミ,ドレミ
レミファ	名詞,固有名詞,一般,*,*,*,レミファ,レミファ,レミファ
ファドソレ	名詞,固有名詞,一般,*,*,*,ファドソレ,ファドソレ,ファドソレ
ディスイズアペン	名詞,固有名詞,一般,*,*,*,ディスイズアペン,ディスイズアペン,ディスイズアペン
マイライフイズ	名詞,固有名詞,一般,*,*,*,マイライフイズ,マイライフイズ,マイライフイズ
ハニー	名詞,一般,*,*,*,*,ハニー,ハニー,ハニー
マッタケ	名詞,一般,*,*,*,*,マッタケ,マッタケ,マッタケ
ぼっとん	名詞,一般,*,*,*,*,ぼっとん,ボットン,ボットン
純米酒	名詞,一般,*,*,*,*,純米酒,シュンマイシュ,シュンマイシュ
ケイドロ	名詞,固有名詞,一般,*,*,*,ケイドロ,ケイドロ,ケイドロ
おにいちゃん	名詞,一般,*,*,*,*,おにいちゃん,オニイチャン,オニイチャン
エキスポランド	名詞,固有名詞,一般,*,*,*,エキスポランド,エキスポランド,エキスポランド
ひらかたパーク	名詞,固有名詞,一般,*,*,*,ひらかたパーク,ヒラカタパーク,ヒラカタパーク
マリンスポーツ	名詞,固有名詞,一般,*,*,*,マリンスポーツ,マリンスポーツ,マリンスポーツ
あゆか	名詞,固有名詞,人名,名,*,*,あゆか,アユカ,アユカ
ゆうり	名詞,固有名詞,人名,名,*,*,ゆうり,ユウリ,ユウリ
ECC	名詞,固有名詞,組織,*,*,*,ECC,ECC,ECC
二面性	名詞,一般,*,*,*,*,二面性,二面性,二面性
DC	名詞,固有名詞,地域,一般,*,*,DC,DC,DC
マーサーアイランド	名詞,固有名詞,一般,*,*,*,マーサーアイランド,マーサーアイランド,マーサーアイランド
三大夜景	名詞,固有名詞,一般,*,*,*,三大夜景,三大夜景,三大夜景
グラバー	名詞,固有名詞,一般,*,*,*,グラバー,グラバー,グラバー
ノンプロフィット	名詞,一般,*,*,*,*,ノンプロフィット,ノンプロフィット,ノンプロフィット
プロフィット	名詞,一般,*,*,*,*,プロフィット,プロフィット,プロフィット
ホスピタリティー	名詞,一般,*,*,*,*,ホスピタリティー,ホスピタリティー,ホスピタリティー
マザー・テレサ	名詞,固有名詞,人名,名,*,*,マザー・テレサ,マザー・テレサ,マザー・テレサ
ドイセマサル	名詞,固有名詞,人名,名,*,*,ドイセマサル,ドイセマサル,ドイセマサル
ブッチャーガーデン	名詞,固有名詞,一般,*,*,*,ブッチャーガーデン,ブッチャーガーデン,ブッチャーガーデン
ノボル	名詞,固有名詞,人名,名,*,*,ノボル,ノボル,ノボル
ウエムラマサミ	名詞,固有名詞,一般,*,*,*,ウエムラマサミ,ウエムラマサミ,ウエムラマサミ
サンヤソウ	名詞,固有名詞,一般,*,*,*,サンヤソウ,サンヤソウ,サンヤソウ
ダイハツタント	名詞,固有名詞,一般,*,*,*,ダイハツタント,ダイハツタント,ダイハツタント
タント	名詞,固有名詞,一般,*,*,*,タント,タント,タント
キンダーキッズインターナショナルスクール	名詞,固有名詞,一般,*,*,*,キンダーキッズインターナショナルスクール,キンダーキッズインターナショナルスクール,キンダーキッズインターナショナルスクール
モチベーション	名詞,一般,*,*,*,*,モチベーション,モチベーション,モチベーション
ヘッドティーチャー	名詞,一般,*,*,*,*,ヘッドティーチャー,ヘッドティーチャー,ヘッドティーチャー
ユーレイルパス	名詞,固有名詞,一般,*,*,*,ユーレイルパス,ユーレイルパス,ユーレイルパス
オーパパ	名詞,固有名詞,一般,*,*,*,オーパパ,オーパパ,オーパパ
マンゴーシェイク	名詞,一般,*,*,*,*,マンゴーシェイク,マンゴーシェイク,マンゴーシェイク
ルームメート	名詞,一般,*,*,*,*,ルームメート,ルームメート,ルームメート
イミグレーション	名詞,一般,*,*,*,*,イミグレーション,イミグレーション,イミグレーション
タンドリーチキン	名詞,固有名詞,一般,*,*,*,タンドリーチキン,タンドリーチキン,タンドリーチキン
関西人	名詞,一般,*,*,*,*,関西人,カンサイジン,カンサイジン
バヤ	名詞,一般,*,*,*,*,バヤ,バヤ,バヤ
クルフィー	名詞,一般,*,*,*,*,クルフィー,クルフィー,クルフィー
ミスタードーナツ	名詞,固有名詞,組織,*,*,*,ミスタードーナツ,ミスタードーナツ,ミスタードーナツ
バイヤ	名詞,一般,*,*,*,*,バイヤ,バイヤ,バイヤ
ＩＴ	名詞,一般,*,*,*,*,ＩＴ,ＩＴ,ＩＴ
ＢＣＬ	名詞,固有名詞,一般,*,*,*,ＢＣＬ,ＢＣＬ,ＢＣＬ
フイルム	名詞,一般,*,*,*,*,フイルム,フイルム,フイルム
ユドヨノ	名詞,固有名詞,人名,名,*,*,ユドヨノ,ユドヨノ,ユドヨノ
ハビビ	名詞,固有名詞,人名,名,*,*,ハビビ,ハビビ,ハビビ
グスドゥル	名詞,固有名詞,人名,名,*,*,グスドゥル,グスドゥル,グスドゥル
ＳＱ	名詞,固有名詞,一般,*,*,*,ＳＱ,ＳＱ,ＳＱ
KL	名詞,固有名詞,一般,*,*,*,KL,KL,KL
エアアジア	名詞,固有名詞,組織,*,*,*,エアアジア,エアアジア,エアアジア
ガルーダ	名詞,固有名詞,組織,*,*,*,ガルーダ,ガルーダ,ガルーダ
フランクシップ	名詞,一般,*,*,*,*,フランクシップ,フランクシップ,フランクシップ
ローコストキャリア	名詞,一般,*,*,*,*,ローコストキャリア,ローコストキャリア,ローコストキャリア
シャレード	名詞,固有名詞,組織,*,*,*,シャレード,シャレード,シャレード
つるべ	名詞,固有名詞,人名,名,*,*,つるべ,ツルベ,ツルベ
魚喜多	名詞,固有名詞,一般,*,*,*,魚喜多,魚喜多,魚喜多
アウェイ	名詞,一般,*,*,*,*,アウェイ,アウェイ,アウェイ
モロジョブ	名詞,固有名詞,地域,一般,*,*,モロジョブ,モロジョブ,モロジョブ
三社神社	名詞,固有名詞,一般,*,*,*,三社神社,三社神社,三社神社
居心伝	名詞,固有名詞,組織,*,*,*,居心伝,居心伝,居心伝
遊館	名詞,固有名詞,一般,*,*,*,遊館,遊館,遊館
SP	名詞,一般,*,*,*,*,SP,SP,SP
プリンセストヨトミ	名詞,固有名詞,一般,*,*,*,プリンセストヨトミ,プリンセストヨトミ,プリンセストヨトミ
萬栄	名詞,固有名詞,一般,*,*,*,萬栄,萬栄,萬栄
ＯＳＭ	名詞,固有名詞,一般,*,*,*,ＯＳＭ,ＯＳＭ,ＯＳＭ
ザ・プラン	名詞,固有名詞,一般,*,*,*,ザ・プラン,ザ・プラン,ザ・プラン
ヤナギブソン	名詞,固有名詞,一般,*,*,*,ヤナギブソン,ヤナギブソン,ヤナギブソン
アサゴエゴエ	名詞,固有名詞,一般,*,*,*,アサゴエゴエ,アサゴエゴエ,アサゴエゴエ
ビアガーデン	名詞,一般,*,*,*,*,ビアガーデン,ビアガーデン,ビアガーデン
オンタイム	名詞,一般,*,*,*,*,オンタイム,オンタイム,オンタイム
ソンイ	名詞,固有名詞,人名,名,*,*,ソンイ,ソンイ,ソンイ
ヨン	名詞,固有名詞,人名,名,*,*,ヨン,ヨン,ヨン
キーホルダ	名詞,一般,*,*,*,*,キーホルダ,キーホルダ,キーホルダ
